segment,month_name,total_sales,total_profit
Corporate,Oct,305219.0,53483.0
Home Office,Jul,186390.0,34403.0
Consumer,Jul,435282.0,77824.0
Corporate,Mar,268124.0,45169.0
Consumer,Nov,410930.0,71881.0
Home Office,Aug,150683.0,26443.0
Consumer,Aug,458320.0,82657.0
Corporate,Aug,266115.0,45772.0
Home Office,Apr,162274.0,29224.0
Consumer,Jun,438668.0,78466.0
Consumer,May,472001.0,84172.0
Home Office,Sep,135875.0,23944.0
Corporate,Jul,249129.0,45417.0
Corporate,Dec,324597.0,56519.0
Corporate,May,295398.0,51677.0
Corporate,Apr,295430.0,50577.0
Home Office,May,157407.0,28433.0
Home Office,Jan,162738.0,29821.0
Home Office,Jun,148852.0,27891.0
Consumer,Sep,470719.0,82209.0
Home Office,Mar,175928.0,28352.0
Consumer,Apr,474350.0,83715.0
Home Office,Nov,165019.0,28800.0
Home Office,Oct,184011.0,32221.0
Consumer,Dec,487910.0,87604.0
Corporate,Nov,315680.0,52643.0
Corporate,Sep,265533.0,47198.0
Corporate,Feb,273411.0,44599.0
Home Office,Feb,140446.0,25211.0
Consumer,Mar,501592.0,89670.0
Consumer,Oct,490213.0,88155.0
Corporate,Jan,335880.0,56990.0
Consumer,Jan,441300.0,77991.0
Corporate,Jun,296549.0,53739.0
Home Office,Dec,171299.0,28230.0
Consumer,Feb,420998.0,77527.0
