segment,month_name,total_sales,total_profit
Corporate,Oct,324423.0,56927.0
Home Office,Jul,203094.0,37278.0
Consumer,Jul,485313.0,85524.0
Corporate,Mar,285942.0,48407.0
Consumer,Nov,461040.0,79717.0
Home Office,Aug,166202.0,29119.0
Consumer,Aug,507808.0,90829.0
Corporate,Aug,278507.0,47964.0
Home Office,Apr,184216.0,31961.0
Consumer,Jun,478558.0,86383.0
Consumer,May,519842.0,92849.0
Home Office,Sep,149657.0,26471.0
Corporate,Jul,267700.0,48427.0
Corporate,Dec,358745.0,62133.0
Corporate,May,315780.0,55609.0
Corporate,Apr,310912.0,53144.0
Home Office,May,180492.0,32903.0
Home Office,Jan,186166.0,34527.0
Home Office,Jun,162333.0,30301.0
Consumer,Sep,506370.0,88791.0
Home Office,Mar,194373.0,31103.0
Consumer,Apr,544312.0,96003.0
Home Office,Nov,178514.0,31184.0
Home Office,Oct,195518.0,34255.0
Consumer,Dec,566256.0,103058.0
Corporate,Nov,339417.0,57629.0
Corporate,Sep,283126.0,50251.0
Corporate,Feb,297587.0,48883.0
Home Office,Feb,153743.0,27598.0
Consumer,Mar,549617.0,97598.0
Consumer,Oct,550024.0,97702.0
Corporate,Jan,357334.0,59934.0
Consumer,Jan,482813.0,84772.0
Corporate,Jun,311086.0,56277.0
Home Office,Dec,198564.0,33949.0
Consumer,Feb,465402.0,84604.0
