region,month_name,total_sales
South,Mar,226610.0
South,Jan,213677.0
East,Apr,362451.0
East,Nov,319130.0
Central,May,263981.0
East,Mar,329014.0
Central,Oct,254998.0
South,Nov,223146.0
Central,Apr,272428.0
South,Jul,153211.0
Central,Mar,291767.0
East,Jan,338142.0
West,Apr,360990.0
East,Sep,311679.0
South,Sep,202727.0
West,Aug,308136.0
Central,Nov,247499.0
South,Feb,204610.0
West,Mar,344428.0
South,Dec,229955.0
East,Feb,328162.0
West,Dec,417651.0
West,Sep,349437.0
Central,Sep,240038.0
South,Aug,203331.0
East,Jun,308999.0
West,Jan,381983.0
South,Apr,222054.0
Central,Dec,274152.0
West,Oct,345830.0
Central,Jun,246180.0
Central,Aug,284919.0
East,Oct,381368.0
West,Jun,342691.0
West,Jul,349002.0
West,Nov,352943.0
East,Dec,364827.0
South,Jun,205317.0
East,Jul,339108.0
East,May,350906.0
South,Oct,246813.0
Central,Jul,279421.0
Central,Jan,265618.0
East,Aug,314699.0
Central,Feb,269566.0
South,May,239082.0
West,May,345137.0
West,Feb,255380.0
