category,month,total_sales,total_profit
Furniture,Sep,267718.0,46388.0
Furniture,Oct,256153.0,45823.0
Furniture,Mar,293438.0,53951.0
Office Supplies,Feb,707959.0,126295.0
Technology,Jul,284144.0,48633.0
Office Supplies,Dec,785498.0,136084.0
Furniture,Aug,250255.0,45185.0
Office Supplies,Jul,716990.0,129750.0
Office Supplies,Jun,690107.0,125002.0
Technology,Sep,239601.0,42950.0
Technology,Dec,328513.0,59739.0
Technology,Jun,278373.0,50868.0
Office Supplies,Jan,787994.0,136794.0
Technology,Aug,250844.0,44361.0
Technology,Oct,311710.0,52940.0
Technology,Jan,275559.0,48757.0
Office Supplies,Mar,771167.0,129929.0
Office Supplies,Aug,690810.0,121446.0
Office Supplies,Sep,694111.0,122780.0
Office Supplies,Oct,763823.0,133915.0
Furniture,Nov,236835.0,40804.0
Office Supplies,Nov,711951.0,121446.0
Technology,May,249069.0,42785.0
Furniture,Feb,236656.0,44272.0
Office Supplies,Apr,722094.0,126658.0
Furniture,Jan,243450.0,42561.0
Furniture,Jun,231104.0,39975.0
Technology,Nov,284657.0,51299.0
Technology,Mar,228973.0,39780.0
Technology,Feb,231080.0,37803.0
Furniture,Apr,267087.0,47173.0
Technology,Apr,330897.0,56572.0
Furniture,Dec,284912.0,51892.0
Office Supplies,May,785033.0,140425.0
Furniture,Jul,239608.0,41129.0
Furniture,May,244614.0,45074.0
