category,month,total_sales,total_profit
Furniture,Sep,193859.0,32469.0
Furniture,Oct,182217.0,33765.0
Furniture,Mar,218693.0,40148.0
Office Supplies,Feb,522794.0,91994.0
Technology,Jul,189940.0,33429.0
Office Supplies,Dec,574914.0,99897.0
Furniture,Aug,176894.0,31759.0
Office Supplies,Jul,518890.0,95649.0
Office Supplies,Jun,494841.0,91209.0
Technology,Sep,174511.0,31853.0
Technology,Dec,227245.0,40074.0
Technology,Jun,205776.0,37399.0
Office Supplies,Jan,567671.0,98589.0
Technology,Aug,192655.0,33690.0
Technology,Oct,236235.0,40472.0
Technology,Jan,192277.0,35174.0
Office Supplies,Mar,557262.0,94258.0
Office Supplies,Aug,504408.0,89235.0
Office Supplies,Sep,500386.0,88607.0
Office Supplies,Oct,559419.0,99304.0
Furniture,Nov,174766.0,29549.0
Office Supplies,Nov,508441.0,87395.0
Technology,May,182567.0,30397.0
Furniture,Feb,148373.0,27592.0
Office Supplies,Apr,506739.0,89696.0
Furniture,Jan,176167.0,30664.0
Furniture,Jun,180717.0,30992.0
Technology,Nov,208422.0,36380.0
Technology,Mar,168791.0,28590.0
Technology,Feb,162528.0,27591.0
Furniture,Apr,196495.0,35027.0
Technology,Apr,226644.0,38495.0
Furniture,Dec,180535.0,32184.0
Office Supplies,May,564554.0,101098.0
Furniture,Jul,159287.0,28151.0
Furniture,May,174714.0,32247.0
