state,total_sales,total_customers
Alabama,65526.0,35
Arizona,337458.0,108
Arkansas,55819.0,6
California,2281917.0,653
Colorado,263728.0,75
Connecticut,82709.0,24
Delaware,85425.0,23
District of Columbia,6729.0,2
Florida,430137.0,105
Georgia,158385.0,75
Illinois,517107.0,166
Indiana,134104.0,41
Iowa,29334.0,17
Kansas,36327.0,4
Kentucky,290666.0,53
Louisiana,59927.0,26
Maryland,39618.0,13
Massachusetts,151811.0,47
Michigan,235797.0,60
Minnesota,193143.0,44
Mississippi,63487.0,18
Missouri,75360.0,26
Nebraska,4094.0,6
Nevada,24966.0,15
New Hampshire,27303.0,11
New Jersey,187629.0,47
New Mexico,8979.0,12
New York,1179756.0,355
North Carolina,343494.0,122
Ohio,560120.0,161
Oklahoma,45216.0,13
Oregon,37626.0,7
Pennsylvania,633947.0,191
Rhode Island,58870.0,15
South Dakota,4821.0,5
Tennessee,179955.0,56
Texas,1135501.0,333
Utah,82362.0,26
Virginia,245682.0,66
Washington,552767.0,174
Wisconsin,85551.0,33
