region,month_name,total_sales
South,Mar,209291.0
South,Jan,195987.0
East,Apr,323676.0
East,Nov,292443.0
Central,May,238089.0
East,Mar,298753.0
Central,Oct,221413.0
South,Nov,191850.0
Central,Apr,246385.0
South,Jul,134322.0
Central,Mar,261012.0
East,Jan,309896.0
West,Apr,324855.0
East,Sep,284261.0
South,Sep,194513.0
West,Aug,278215.0
Central,Nov,216570.0
South,Feb,180824.0
West,Mar,307881.0
South,Dec,203093.0
East,Feb,299278.0
West,Dec,383867.0
West,Sep,300609.0
Central,Sep,215634.0
South,Aug,183874.0
East,Jun,280381.0
West,Jan,337995.0
South,Apr,198540.0
Central,Dec,245759.0
West,Oct,312996.0
Central,Jun,221036.0
Central,Aug,260741.0
East,Oct,357185.0
West,Jun,314332.0
West,Jul,319622.0
West,Nov,327611.0
East,Dec,332077.0
South,Jun,178603.0
East,Jul,305980.0
East,May,305313.0
South,Oct,217686.0
Central,Jul,242608.0
Central,Jan,243332.0
East,Aug,284003.0
Central,Feb,242726.0
South,May,210782.0
West,May,303897.0
West,Feb,229043.0
