region,month_name,total_sales
South,Mar,198515.0
South,Jan,184648.0
East,Apr,307645.0
East,Nov,281672.0
Central,May,227456.0
East,Mar,285980.0
Central,Oct,214007.0
South,Nov,177817.0
Central,Apr,228303.0
South,Jul,127745.0
Central,Mar,253205.0
East,Jan,297083.0
West,Apr,313931.0
East,Sep,255527.0
South,Sep,177902.0
West,Aug,259107.0
Central,Nov,205219.0
South,Feb,173954.0
West,Mar,288566.0
South,Dec,194852.0
East,Feb,283655.0
West,Dec,371339.0
West,Sep,290414.0
Central,Sep,206529.0
South,Aug,178017.0
East,Jun,267245.0
West,Jan,321196.0
South,Apr,185315.0
Central,Dec,234494.0
West,Oct,293514.0
Central,Jun,211448.0
Central,Aug,240870.0
East,Oct,343748.0
West,Jun,297761.0
West,Jul,303631.0
West,Nov,310143.0
East,Dec,312439.0
South,Jun,172742.0
East,Jul,286754.0
East,May,294932.0
South,Oct,211020.0
Central,Jul,230434.0
Central,Jan,217418.0
East,Aug,268773.0
Central,Feb,233959.0
South,May,201921.0
West,May,284417.0
West,Feb,215676.0
