category,month,total_sales,total_profit
Furniture,Sep,162563.0,26881.0
Furniture,Oct,154328.0,28953.0
Furniture,Mar,188266.0,34846.0
Office Supplies,Feb,412162.0,73472.0
Technology,Jul,153260.0,27137.0
Office Supplies,Dec,475755.0,82437.0
Furniture,Aug,147729.0,26691.0
Office Supplies,Jul,384530.0,70898.0
Office Supplies,Jun,361879.0,65415.0
Technology,Sep,120308.0,21697.0
Technology,Dec,175729.0,30558.0
Technology,Jun,169915.0,31259.0
Office Supplies,Jan,440512.0,77567.0
Technology,Aug,148562.0,25809.0
Technology,Oct,189333.0,31044.0
Technology,Jan,157139.0,29059.0
Office Supplies,Mar,444027.0,73585.0
Office Supplies,Aug,397722.0,71297.0
Office Supplies,Sep,377277.0,64970.0
Office Supplies,Oct,450357.0,78420.0
Furniture,Nov,147543.0,24780.0
Office Supplies,Nov,399167.0,66800.0
Technology,May,149052.0,24780.0
Furniture,Feb,121850.0,23083.0
Office Supplies,Apr,389408.0,67498.0
Furniture,Jan,144303.0,25174.0
Furniture,Jun,109914.0,18961.0
Technology,Nov,172166.0,29941.0
Technology,Mar,136011.0,23392.0
Technology,Feb,133151.0,22234.0
Furniture,Apr,155697.0,27354.0
Technology,Apr,168133.0,28913.0
Furniture,Dec,152737.0,27503.0
Office Supplies,May,438920.0,78418.0
Furniture,Jul,121879.0,21353.0
Furniture,May,140564.0,26626.0
