segment,month_name,total_sales,total_profit
Corporate,Oct,382834.0,66728.0
Home Office,Jul,233250.0,42788.0
Consumer,Jul,568368.0,99319.0
Corporate,Mar,322554.0,55057.0
Consumer,Nov,566932.0,97135.0
Home Office,Aug,202168.0,36576.0
Consumer,Aug,589142.0,105144.0
Corporate,Aug,328490.0,56760.0
Home Office,Apr,215522.0,37723.0
Consumer,Jun,564347.0,101822.0
Consumer,May,629660.0,111714.0
Home Office,Sep,193108.0,33993.0
Corporate,Jul,329913.0,58161.0
Corporate,Dec,407140.0,70280.0
Corporate,May,360778.0,64090.0
Corporate,Apr,376906.0,64611.0
Home Office,May,218077.0,39840.0
Home Office,Jan,212603.0,39319.0
Home Office,Jun,190633.0,35176.0
Consumer,Sep,590322.0,104336.0
Home Office,Mar,234792.0,39125.0
Consumer,Apr,638703.0,112834.0
Home Office,Nov,204727.0,36085.0
Home Office,Oct,229570.0,40581.0
Consumer,Dec,666524.0,120598.0
Corporate,Nov,383742.0,66030.0
Corporate,Sep,332441.0,59209.0
Corporate,Feb,342411.0,56740.0
Home Office,Feb,186183.0,33916.0
Consumer,Mar,643814.0,113646.0
Consumer,Oct,628212.0,110963.0
Corporate,Jan,438304.0,74281.0
Consumer,Jan,559503.0,98427.0
Corporate,Jun,358434.0,64710.0
Home Office,Dec,226821.0,38774.0
Consumer,Feb,539143.0,97853.0
