state,total_sales,total_customers
Alabama,86793.0,60
Arizona,395899.0,155
Arkansas,58497.0,8
California,2719678.0,1041
Colorado,335974.0,132
Connecticut,92083.0,37
Delaware,106039.0,40
District of Columbia,7388.0,3
Florida,483681.0,165
Georgia,230117.0,125
Illinois,651241.0,269
Indiana,168472.0,69
Iowa,32736.0,22
Kansas,39692.0,7
Kentucky,316323.0,77
Louisiana,74825.0,43
Maryland,45959.0,22
Massachusetts,175044.0,72
Michigan,297179.0,105
Minnesota,234098.0,72
Mississippi,79959.0,35
Missouri,89085.0,43
Nebraska,8416.0,10
Nevada,25491.0,18
New Hampshire,28674.0,14
New Jersey,220015.0,78
New Mexico,15388.0,18
New York,1396154.0,540
North Carolina,418007.0,208
Ohio,656283.0,249
Oklahoma,59321.0,22
Oregon,54549.0,14
Pennsylvania,764755.0,315
Rhode Island,66423.0,23
South Dakota,15178.0,6
Tennessee,205739.0,79
Texas,1337669.0,507
Utah,95049.0,36
Virginia,273735.0,99
Washington,625076.0,251
Wisconsin,103577.0,52
