region,month_name,total_sales
South,Mar,189827.0
South,Jan,173509.0
East,Apr,286104.0
East,Nov,255043.0
Central,May,208213.0
East,Mar,263819.0
Central,Oct,197596.0
South,Nov,173177.0
Central,Apr,213483.0
South,Jul,117371.0
Central,Mar,230006.0
East,Jan,279447.0
West,Apr,289473.0
East,Sep,239856.0
South,Sep,168501.0
West,Aug,241276.0
Central,Nov,192558.0
South,Feb,168729.0
West,Mar,269820.0
South,Dec,186214.0
East,Feb,257949.0
West,Dec,334116.0
West,Sep,274222.0
Central,Sep,195488.0
South,Aug,166415.0
East,Jun,249408.0
West,Jan,299469.0
South,Apr,159680.0
Central,Dec,205757.0
West,Oct,275308.0
Central,Jun,203023.0
Central,Aug,215522.0
East,Oct,320060.0
West,Jun,282848.0
West,Jul,282823.0
West,Nov,276575.0
East,Dec,284568.0
South,Jun,156051.0
East,Jul,262376.0
East,May,268179.0
South,Oct,195767.0
Central,Jul,215544.0
Central,Jan,203336.0
East,Aug,258456.0
Central,Feb,220761.0
South,May,188961.0
West,May,272120.0
West,Feb,192256.0
