state,total_sales,total_customers
Alabama,46853.0,10
Arizona,271298.0,44
Arkansas,53913.0,3
California,1902957.0,302
Colorado,230058.0,39
Connecticut,74839.0,14
Delaware,71551.0,9
District of Columbia,5512.0,1
Florida,371386.0,55
Georgia,119614.0,28
Illinois,426130.0,78
Indiana,115876.0,19
Iowa,16113.0,5
Kansas,36327.0,4
Kentucky,245103.0,30
Louisiana,47029.0,14
Maryland,22201.0,6
Massachusetts,117151.0,19
Michigan,202250.0,30
Minnesota,158713.0,18
Mississippi,56700.0,8
Missouri,61412.0,14
Nebraska,520.0,1
Nevada,14944.0,8
New Hampshire,24215.0,5
New Jersey,165392.0,24
New Mexico,2138.0,4
New York,994336.0,172
North Carolina,270795.0,51
Ohio,481117.0,84
Oklahoma,36356.0,5
Oregon,34607.0,3
Pennsylvania,521290.0,91
Rhode Island,48370.0,4
Tennessee,149741.0,24
Texas,952710.0,137
Utah,59983.0,13
Virginia,212098.0,35
Washington,435589.0,84
Wisconsin,55092.0,16
