region,month_name,total_sales
South,Mar,213934.0
South,Jan,197410.0
East,Apr,328605.0
East,Nov,295631.0
Central,May,249226.0
East,Mar,305329.0
Central,Oct,226476.0
South,Nov,198674.0
Central,Apr,249205.0
South,Jul,136862.0
Central,Mar,265298.0
East,Jan,314173.0
West,Apr,334248.0
East,Sep,289541.0
South,Sep,196076.0
West,Aug,284131.0
Central,Nov,219866.0
South,Feb,182527.0
West,Mar,311599.0
South,Dec,207691.0
East,Feb,301895.0
West,Dec,391773.0
West,Sep,304331.0
Central,Sep,220034.0
South,Aug,186095.0
East,Jun,283464.0
West,Jan,342508.0
South,Apr,206267.0
Central,Dec,253277.0
West,Oct,318243.0
Central,Jun,226302.0
Central,Aug,262323.0
East,Oct,362858.0
West,Jun,318765.0
West,Jul,322727.0
West,Nov,330216.0
East,Dec,337324.0
South,Jun,182046.0
East,Jul,310724.0
East,May,316921.0
South,Oct,220530.0
Central,Jul,259006.0
Central,Jan,246606.0
East,Aug,290004.0
Central,Feb,247973.0
South,May,212868.0
West,May,317936.0
West,Feb,231831.0
