category,month,total_sales,total_profit
Furniture,Sep,168148.0,27767.0
Furniture,Oct,160089.0,29896.0
Furniture,Mar,196045.0,36179.0
Office Supplies,Feb,441655.0,77743.0
Technology,Jul,160315.0,28267.0
Office Supplies,Dec,496417.0,86041.0
Furniture,Aug,155749.0,27979.0
Office Supplies,Jul,412102.0,75612.0
Office Supplies,Jun,391003.0,70667.0
Technology,Sep,138201.0,24992.0
Technology,Dec,185012.0,32161.0
Technology,Jun,177977.0,32640.0
Office Supplies,Jan,460297.0,81050.0
Technology,Aug,160217.0,27957.0
Technology,Oct,198739.0,32793.0
Technology,Jan,163296.0,30193.0
Office Supplies,Mar,475767.0,79751.0
Office Supplies,Aug,419086.0,74994.0
Office Supplies,Sep,418181.0,74343.0
Office Supplies,Oct,486382.0,86346.0
Furniture,Nov,156027.0,26184.0
Office Supplies,Nov,413084.0,69280.0
Technology,May,157351.0,26205.0
Furniture,Feb,126459.0,23910.0
Office Supplies,Apr,409006.0,70886.0
Furniture,Jan,149837.0,26140.0
Furniture,Jun,126700.0,21020.0
Technology,Nov,181875.0,31571.0
Technology,Mar,143022.0,24624.0
Technology,Feb,140208.0,23621.0
Furniture,Apr,161567.0,28194.0
Technology,Apr,181396.0,30463.0
Furniture,Dec,156658.0,28224.0
Office Supplies,May,466462.0,83077.0
Furniture,Jul,126604.0,22250.0
Furniture,May,151345.0,28461.0
