state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,196,1
Alabama,Binders,165,2
Alabama,Furnishings,122,3
Alabama,Accessories,112,4
Alabama,Art,107,5
Alabama,Phones,104,6
Alabama,Storage,98,7
Alabama,Chairs,64,8
Alabama,Envelopes,57,9
Alabama,Appliances,51,10
Alabama,Tables,37,11
Alabama,Bookcases,36,12
Alabama,Machines,34,13
Alabama,Labels,30,14
Alabama,Supplies,25,15
Alabama,Fasteners,20,16
Alabama,Copiers,10,17
Arizona,Paper,585,1
Arizona,Binders,522,2
Arizona,Furnishings,434,3
Arizona,Phones,431,4
Arizona,Art,344,5
Arizona,Accessories,331,6
Arizona,Storage,312,7
Arizona,Appliances,239,8
Arizona,Chairs,224,9
Arizona,Labels,171,10
Arizona,Machines,146,11
Arizona,Envelopes,137,12
Arizona,Bookcases,135,13
Arizona,Tables,133,14
Arizona,Supplies,76,15
Arizona,Fasteners,70,16
Arizona,Copiers,36,17
Arkansas,Phones,68,1
Arkansas,Art,68,1
Arkansas,Furnishings,65,3
Arkansas,Paper,44,4
Arkansas,Binders,40,5
Arkansas,Accessories,36,6
Arkansas,Storage,31,7
Arkansas,Appliances,25,8
Arkansas,Fasteners,23,9
Arkansas,Labels,22,10
Arkansas,Tables,19,11
Arkansas,Chairs,18,12
Arkansas,Machines,15,13
Arkansas,Envelopes,5,14
California,Paper,4421,1
California,Binders,3371,2
California,Phones,3064,3
California,Art,2813,4
California,Furnishings,2693,5
California,Accessories,2340,6
California,Storage,2083,7
California,Appliances,1661,8
California,Chairs,1398,9
California,Machines,1196,10
California,Labels,1179,11
California,Tables,913,12
California,Envelopes,861,13
California,Bookcases,834,14
California,Supplies,645,15
California,Fasteners,633,16
California,Copiers,201,17
Colorado,Binders,561,1
Colorado,Paper,503,2
Colorado,Phones,374,3
Colorado,Furnishings,359,4
Colorado,Art,345,5
Colorado,Storage,290,6
Colorado,Accessories,280,7
Colorado,Chairs,201,8
Colorado,Appliances,188,9
Colorado,Machines,152,10
Colorado,Labels,146,11
Colorado,Bookcases,124,12
