category,month,total_sales,total_profit
Furniture,Sep,214842.0,36562.0
Furniture,Oct,202895.0,37450.0
Furniture,Mar,245027.0,44842.0
Office Supplies,Feb,573077.0,101211.0
Technology,Jul,211799.0,36577.0
Office Supplies,Dec,630297.0,109703.0
Furniture,Aug,209060.0,38100.0
Office Supplies,Jul,577571.0,105015.0
Office Supplies,Jun,549866.0,101005.0
Technology,Sep,193516.0,35314.0
Technology,Dec,267941.0,48065.0
Technology,Jun,227204.0,41602.0
Office Supplies,Jan,644054.0,111314.0
Technology,Aug,203913.0,35573.0
Technology,Oct,252688.0,43159.0
Technology,Jan,211062.0,38383.0
Office Supplies,Mar,616961.0,103108.0
Office Supplies,Aug,564010.0,99383.0
Office Supplies,Sep,547032.0,96683.0
Office Supplies,Oct,627303.0,110543.0
Furniture,Nov,194214.0,33349.0
Office Supplies,Nov,572956.0,97103.0
Technology,May,202171.0,33627.0
Furniture,Feb,164925.0,30897.0
Office Supplies,Apr,581785.0,101246.0
Furniture,Jan,193545.0,33672.0
Furniture,Jun,189859.0,32726.0
Technology,Nov,239119.0,42611.0
Technology,Mar,182533.0,31169.0
Technology,Feb,192147.0,31496.0
Furniture,Apr,211561.0,37724.0
Technology,Apr,272265.0,46721.0
Furniture,Dec,240556.0,44216.0
Office Supplies,May,636236.0,114228.0
Furniture,Jul,181828.0,32311.0
Furniture,May,194520.0,36105.0
