region,month_name,total_sales
South,Mar,167250.0
South,Jan,142892.0
East,Apr,245236.0
East,Nov,227440.0
Central,May,192837.0
East,Mar,241304.0
Central,Oct,178622.0
South,Nov,141036.0
Central,Apr,196160.0
South,Jul,102543.0
Central,Mar,216937.0
East,Jan,251979.0
West,Apr,245806.0
East,Sep,214098.0
South,Sep,152306.0
West,Aug,216898.0
Central,Nov,168905.0
South,Feb,154778.0
West,Mar,245280.0
South,Dec,167375.0
East,Feb,226191.0
West,Dec,286023.0
West,Sep,228724.0
Central,Sep,181022.0
South,Aug,143984.0
East,Jun,207981.0
West,Jan,259017.0
South,Apr,136293.0
Central,Dec,179060.0
West,Oct,249779.0
Central,Jun,171917.0
Central,Aug,190480.0
East,Oct,291571.0
West,Jun,240377.0
West,Jul,234952.0
West,Nov,247457.0
East,Dec,252121.0
South,Jun,133022.0
East,Jul,219647.0
East,May,242735.0
South,Oct,174990.0
Central,Jul,194732.0
Central,Jan,173493.0
East,Aug,231870.0
Central,Feb,191105.0
South,May,166396.0
West,May,226859.0
West,Feb,171662.0
