category,month,total_sales,total_profit
Furniture,Sep,251182.0,43393.0
Furniture,Oct,232825.0,41994.0
Furniture,Mar,275260.0,50420.0
Office Supplies,Feb,646627.0,115003.0
Technology,Jul,255414.0,43847.0
Office Supplies,Dec,718360.0,124737.0
Furniture,Aug,232549.0,42384.0
Office Supplies,Jul,654889.0,118513.0
Office Supplies,Jun,635631.0,116406.0
Technology,Sep,225974.0,40758.0
Technology,Dec,303869.0,54302.0
Technology,Jun,257164.0,47003.0
Office Supplies,Jan,728500.0,126703.0
Technology,Aug,233902.0,41219.0
Technology,Oct,285104.0,49217.0
Technology,Jan,248595.0,44246.0
Office Supplies,Mar,713693.0,120709.0
Office Supplies,Aug,647001.0,113800.0
Office Supplies,Sep,633017.0,112331.0
Office Supplies,Oct,714658.0,125803.0
Furniture,Nov,217123.0,37424.0
Office Supplies,Nov,668986.0,113440.0
Technology,May,232240.0,39651.0
Furniture,Feb,200299.0,37528.0
Office Supplies,Apr,675996.0,118645.0
Furniture,Jan,226920.0,39913.0
Furniture,Jun,214433.0,37365.0
Technology,Nov,265103.0,47612.0
Technology,Mar,206886.0,35841.0
Technology,Feb,214780.0,35171.0
Furniture,Apr,240249.0,42777.0
Technology,Apr,308759.0,52613.0
Furniture,Dec,265985.0,48339.0
Office Supplies,May,745230.0,133459.0
Furniture,Jul,214498.0,36624.0
Furniture,May,226795.0,41846.0
