state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,191,1
Alabama,Binders,157,2
Alabama,Furnishings,119,3
Alabama,Accessories,106,4
Alabama,Art,104,5
Alabama,Phones,102,6
Alabama,Storage,86,7
Alabama,Chairs,61,8
Alabama,Envelopes,51,9
Alabama,Appliances,48,10
Alabama,Tables,37,11
Alabama,Machines,34,12
Alabama,Labels,30,13
Alabama,Bookcases,28,14
Alabama,Supplies,25,15
Alabama,Fasteners,20,16
Alabama,Copiers,8,17
Arizona,Paper,574,1
Arizona,Binders,506,2
Arizona,Furnishings,426,3
Arizona,Phones,424,4
Arizona,Art,332,5
Arizona,Accessories,323,6
Arizona,Storage,312,7
Arizona,Appliances,228,8
Arizona,Chairs,215,9
Arizona,Labels,171,10
Arizona,Machines,142,11
Arizona,Envelopes,137,12
Arizona,Bookcases,133,13
Arizona,Tables,130,14
Arizona,Supplies,72,15
Arizona,Fasteners,70,16
Arizona,Copiers,31,17
Arkansas,Phones,68,1
Arkansas,Furnishings,65,2
Arkansas,Art,55,3
Arkansas,Paper,44,4
Arkansas,Binders,40,5
Arkansas,Accessories,32,6
Arkansas,Storage,27,7
Arkansas,Appliances,25,8
Arkansas,Fasteners,23,9
Arkansas,Labels,21,10
Arkansas,Tables,19,11
Arkansas,Chairs,18,12
Arkansas,Machines,15,13
Arkansas,Envelopes,5,14
California,Paper,4322,1
California,Binders,3253,2
California,Phones,2954,3
California,Art,2744,4
California,Furnishings,2659,5
California,Accessories,2274,6
California,Storage,2033,7
California,Appliances,1650,8
California,Chairs,1355,9
California,Machines,1169,10
California,Labels,1148,11
California,Tables,890,12
California,Envelopes,846,13
California,Bookcases,823,14
California,Supplies,632,15
California,Fasteners,611,16
California,Copiers,199,17
Colorado,Binders,530,1
Colorado,Paper,490,2
Colorado,Phones,360,3
Colorado,Furnishings,357,4
Colorado,Art,345,5
Colorado,Storage,288,6
Colorado,Accessories,275,7
Colorado,Chairs,189,8
Colorado,Appliances,188,9
Colorado,Machines,145,10
Colorado,Labels,136,11
Colorado,Bookcases,124,12
Colorado,Tables,122,13
Colorado,Supplies,113,14
Colorado,Envelopes,106,15
Colorado,Fasteners,69,16
Colorado,Copiers,17,17
Connecticut,Paper,117,1
Connecticut,Binders,112,2
Connecticut,Furnishings,102,3
Connecticut,Phones,96,4
Connecticut,Art,88,5
Connecticut,Accessories,75,6
Connecticut,Storage,74,7
Connecticut,Appliances,68,8
Connecticut,Machines,50,9
Connecticut,Labels,48,10
Connecticut,Chairs,31,11
Connecticut,Fasteners,28,12
Connecticut,Envelopes,25,13
Connecticut,Supplies,24,14
Connecticut,Bookcases,23,15
Connecticut,Tables,21,16
Connecticut,Copiers,2,17
Delaware,Furnishings,159,1
Delaware,Storage,159,1
Delaware,Paper,124,3
Delaware,Binders,92,4
Delaware,Accessories,88,5
Delaware,Phones,88,5
Delaware,Appliances,81,7
Delaware,Art,67,8
Delaware,Machines,67,8
Delaware,Chairs,63,10
Delaware,Envelopes,45,11
Delaware,Bookcases,39,12
Delaware,Labels,39,12
Delaware,Supplies,33,14
Delaware,Fasteners,25,15
Delaware,Tables,22,16
Delaware,Copiers,2,17
District of Columbia,Paper,39,1
District of Columbia,Binders,15,2
District of Columbia,Labels,14,3
District of Columbia,Furnishings,12,4
District of Columbia,Art,9,5
District of Columbia,Fasteners,7,6
District of Columbia,Machines,7,6
District of Columbia,Accessories,6,8
District of Columbia,Chairs,5,9
District of Columbia,Phones,5,9
District of Columbia,Envelopes,3,11
District of Columbia,Appliances,2,12
Florida,Paper,864,1
Florida,Binders,671,2
Florida,Art,505,3
Florida,Phones,503,4
Florida,Furnishings,433,5
Florida,Accessories,415,6
Florida,Storage,388,7
Florida,Chairs,262,8
Florida,Appliances,260,9
Florida,Labels,208,10
Florida,Tables,180,11
Florida,Machines,148,12
Florida,Fasteners,140,13
Florida,Envelopes,123,14
Florida,Bookcases,117,15
Florida,Supplies,106,16
Florida,Copiers,31,17
Georgia,Paper,355,1
Georgia,Binders,313,2
Georgia,Phones,289,3
Georgia,Furnishings,257,4
Georgia,Art,171,5
Georgia,Appliances,155,6
Georgia,Chairs,145,7
Georgia,Storage,131,8
Georgia,Accessories,115,9
Georgia,Tables,93,10
Georgia,Bookcases,87,11
Georgia,Labels,83,12
Georgia,Machines,70,13
Georgia,Envelopes,61,14
Georgia,Fasteners,41,15
Georgia,Supplies,38,16
Georgia,Copiers,14,17
Illinois,Paper,1025,1
Illinois,Binders,783,2
Illinois,Furnishings,749,3
Illinois,Phones,741,4
Illinois,Art,524,5
Illinois,Storage,510,6
Illinois,Accessories,502,7
Illinois,Appliances,429,8
Illinois,Chairs,407,9
Illinois,Machines,266,10
Illinois,Labels,264,11
Illinois,Tables,242,12
Illinois,Envelopes,236,13
Illinois,Bookcases,184,14
Illinois,Fasteners,139,15
Illinois,Supplies,134,16
Illinois,Copiers,40,17
Indiana,Paper,231,1
Indiana,Binders,188,2
Indiana,Phones,156,3
Indiana,Accessories,149,4
Indiana,Furnishings,148,5
Indiana,Art,142,6
Indiana,Storage,121,7
Indiana,Appliances,88,8
Indiana,Chairs,81,9
Indiana,Bookcases,66,10
Indiana,Labels,63,11
Indiana,Machines,49,12
Indiana,Supplies,45,13
Indiana,Envelopes,37,14
Indiana,Tables,24,15
Indiana,Fasteners,23,16
Indiana,Copiers,17,17
Iowa,Accessories,58,1
Iowa,Phones,53,2
Iowa,Paper,49,3
Iowa,Furnishings,45,4
Iowa,Chairs,38,5
Iowa,Art,34,6
Iowa,Binders,29,7
Iowa,Machines,29,7
Iowa,Storage,27,9
Iowa,Supplies,19,10
Iowa,Labels,11,11
Iowa,Appliances,10,12
Iowa,Tables,5,13
Iowa,Fasteners,5,13
Iowa,Envelopes,2,15
Kansas,Paper,87,1
Kansas,Art,61,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Accessories,26,5
Kansas,Appliances,24,6
Kansas,Fasteners,23,7
Kansas,Binders,23,7
Kansas,Furnishings,20,9
Kansas,Tables,14,10
Kansas,Labels,14,10
Kansas,Supplies,12,12
Kansas,Machines,12,12
Kansas,Storage,12,12
Kansas,Bookcases,8,15
Kansas,Copiers,2,16
Kentucky,Paper,425,1
Kentucky,Phones,285,2
Kentucky,Binders,283,3
Kentucky,Art,245,4
Kentucky,Furnishings,235,5
Kentucky,Appliances,198,6
Kentucky,Accessories,196,7
Kentucky,Storage,183,8
Kentucky,Chairs,154,9
Kentucky,Machines,107,10
Kentucky,Fasteners,100,11
Kentucky,Envelopes,88,12
Kentucky,Bookcases,80,13
Kentucky,Labels,77,14
Kentucky,Tables,50,15
Kentucky,Supplies,41,16
Kentucky,Copiers,31,17
Louisiana,Paper,132,1
Louisiana,Art,130,2
Louisiana,Binders,111,3
Louisiana,Phones,86,4
Louisiana,Accessories,79,5
Louisiana,Storage,71,6
Louisiana,Furnishings,71,6
Louisiana,Appliances,51,8
Louisiana,Chairs,51,8
Louisiana,Envelopes,26,10
Louisiana,Fasteners,26,10
Louisiana,Labels,21,12
Louisiana,Bookcases,19,13
Louisiana,Tables,17,14
Louisiana,Machines,15,15
Louisiana,Supplies,12,16
Maryland,Phones,80,1
Maryland,Storage,52,2
Maryland,Furnishings,52,2
Maryland,Binders,37,4
Maryland,Paper,34,5
Maryland,Accessories,22,6
Maryland,Appliances,20,7
Maryland,Supplies,20,7
Maryland,Bookcases,19,9
Maryland,Art,19,9
Maryland,Fasteners,17,11
Maryland,Machines,17,11
Maryland,Tables,16,13
Maryland,Labels,14,14
Maryland,Chairs,14,14
Maryland,Envelopes,12,16
Maryland,Copiers,6,17
Massachusetts,Paper,246,1
Massachusetts,Binders,242,2
Massachusetts,Phones,204,3
Massachusetts,Furnishings,186,4
Massachusetts,Art,161,5
Massachusetts,Accessories,157,6
Massachusetts,Labels,104,7
Massachusetts,Appliances,97,8
Massachusetts,Storage,97,8
Massachusetts,Tables,80,10
Massachusetts,Chairs,77,11
Massachusetts,Machines,62,12
Massachusetts,Fasteners,58,13
Massachusetts,Envelopes,56,14
Massachusetts,Bookcases,48,15
Massachusetts,Supplies,21,16
Massachusetts,Copiers,14,17
Michigan,Paper,355,1
Michigan,Phones,336,2
Michigan,Binders,280,3
Michigan,Storage,264,4
Michigan,Furnishings,264,4
Michigan,Art,261,6
Michigan,Accessories,208,7
Michigan,Labels,144,8
Michigan,Appliances,130,9
Michigan,Tables,115,10
Michigan,Chairs,108,11
Michigan,Bookcases,94,12
Michigan,Machines,84,13
Michigan,Envelopes,62,14
Michigan,Supplies,41,15
Michigan,Fasteners,36,16
Michigan,Copiers,26,17
Minnesota,Paper,351,1
Minnesota,Binders,289,2
Minnesota,Phones,263,3
Minnesota,Furnishings,201,4
Minnesota,Storage,184,5
Minnesota,Art,172,6
Minnesota,Accessories,165,7
Minnesota,Appliances,151,8
Minnesota,Tables,107,9
Minnesota,Envelopes,102,10
Minnesota,Chairs,96,11
Minnesota,Bookcases,85,12
Minnesota,Labels,84,13
Minnesota,Fasteners,78,14
Minnesota,Machines,63,15
