region,month_name,total_sales
South,Mar,195085.0
South,Jan,177563.0
East,Apr,301609.0
East,Nov,272659.0
Central,May,221642.0
East,Mar,280396.0
Central,Oct,206597.0
South,Nov,175550.0
Central,Apr,222202.0
South,Jul,123311.0
Central,Mar,239187.0
East,Jan,293683.0
West,Apr,306226.0
East,Sep,249363.0
South,Sep,174938.0
West,Aug,249673.0
Central,Nov,199272.0
South,Feb,172211.0
West,Mar,280788.0
South,Dec,190531.0
East,Feb,265675.0
West,Dec,352759.0
West,Sep,283577.0
Central,Sep,204362.0
South,Aug,169765.0
East,Jun,260895.0
West,Jan,313562.0
South,Apr,166053.0
Central,Dec,224851.0
West,Oct,282273.0
Central,Jun,209481.0
Central,Aug,225551.0
East,Oct,337800.0
West,Jun,290169.0
West,Jul,293583.0
West,Nov,289158.0
East,Dec,301818.0
South,Jun,159795.0
East,Jul,275101.0
East,May,288616.0
South,Oct,206503.0
Central,Jul,225432.0
Central,Jan,213224.0
East,Aug,263603.0
Central,Feb,228884.0
South,May,197478.0
West,May,281222.0
West,Feb,200739.0
