state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,174,1
Alabama,Binders,143,2
Alabama,Art,98,3
Alabama,Furnishings,96,4
Alabama,Accessories,94,5
Alabama,Storage,83,6
Alabama,Phones,77,7
Alabama,Chairs,58,8
Alabama,Envelopes,49,9
Alabama,Appliances,38,10
Alabama,Tables,32,11
Alabama,Labels,30,12
Alabama,Bookcases,28,13
Alabama,Machines,26,14
Alabama,Supplies,25,15
Alabama,Fasteners,20,16
Alabama,Copiers,8,17
Arizona,Paper,550,1
Arizona,Binders,465,2
Arizona,Furnishings,419,3
Arizona,Phones,398,4
Arizona,Art,329,5
Arizona,Accessories,317,6
Arizona,Storage,284,7
Arizona,Appliances,216,8
Arizona,Chairs,185,9
Arizona,Labels,165,10
Arizona,Envelopes,134,11
Arizona,Machines,130,12
Arizona,Bookcases,130,12
Arizona,Tables,126,14
Arizona,Fasteners,64,15
Arizona,Supplies,63,16
Arizona,Copiers,31,17
Arkansas,Furnishings,65,1
Arkansas,Phones,63,2
Arkansas,Art,55,3
Arkansas,Paper,44,4
Arkansas,Binders,40,5
Arkansas,Storage,27,6
Arkansas,Appliances,25,7
Arkansas,Fasteners,23,8
Arkansas,Accessories,20,9
Arkansas,Labels,18,10
Arkansas,Tables,15,11
Arkansas,Machines,15,11
Arkansas,Chairs,13,13
Arkansas,Envelopes,4,14
California,Paper,3953,1
California,Binders,3030,2
California,Phones,2716,3
California,Art,2533,4
California,Furnishings,2433,5
California,Accessories,2125,6
California,Storage,1907,7
California,Appliances,1518,8
California,Chairs,1252,9
California,Machines,1103,10
California,Labels,1064,11
California,Tables,793,12
California,Envelopes,789,13
California,Bookcases,769,14
California,Supplies,581,15
California,Fasteners,572,16
California,Copiers,199,17
Colorado,Binders,472,1
Colorado,Paper,469,2
Colorado,Phones,332,3
Colorado,Furnishings,327,4
Colorado,Art,321,5
Colorado,Storage,282,6
Colorado,Accessories,247,7
Colorado,Chairs,187,8
Colorado,Appliances,172,9
Colorado,Machines,140,10
Colorado,Labels,136,11
Colorado,Bookcases,114,12
Colorado,Supplies,108,13
Colorado,Envelopes,106,14
Colorado,Tables,99,15
Colorado,Fasteners,48,16
Colorado,Copiers,17,17
Connecticut,Paper,106,1
Connecticut,Binders,104,2
Connecticut,Furnishings,97,3
Connecticut,Art,86,4
Connecticut,Phones,85,5
Connecticut,Accessories,73,6
Connecticut,Storage,70,7
Connecticut,Appliances,65,8
Connecticut,Labels,47,9
Connecticut,Machines,44,10
Connecticut,Chairs,31,11
Connecticut,Supplies,24,12
Connecticut,Fasteners,23,13
Connecticut,Envelopes,22,14
Connecticut,Bookcases,22,14
Connecticut,Tables,21,16
Connecticut,Copiers,2,17
Delaware,Storage,159,1
Delaware,Furnishings,154,2
Delaware,Paper,117,3
Delaware,Phones,88,4
Delaware,Accessories,84,5
Delaware,Binders,77,6
Delaware,Art,67,7
Delaware,Machines,67,7
Delaware,Chairs,61,9
Delaware,Appliances,60,10
Delaware,Labels,39,11
Delaware,Bookcases,39,11
Delaware,Envelopes,37,13
Delaware,Supplies,28,14
Delaware,Fasteners,19,15
Delaware,Tables,19,15
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Labels,14,3
District of Columbia,Furnishings,12,4
District of Columbia,Fasteners,7,5
District of Columbia,Art,7,5
District of Columbia,Machines,7,5
District of Columbia,Phones,5,8
District of Columbia,Envelopes,3,9
District of Columbia,Chairs,3,9
District of Columbia,Appliances,2,11
District of Columbia,Accessories,2,11
Florida,Paper,802,1
Florida,Binders,604,2
Florida,Art,482,3
Florida,Phones,473,4
Florida,Furnishings,421,5
Florida,Accessories,405,6
Florida,Storage,353,7
Florida,Chairs,253,8
Florida,Appliances,236,9
Florida,Labels,197,10
Florida,Tables,175,11
Florida,Machines,143,12
Florida,Fasteners,123,13
Florida,Envelopes,121,14
Florida,Supplies,106,15
Florida,Bookcases,103,16
Florida,Copiers,27,17
Georgia,Paper,333,1
Georgia,Binders,284,2
Georgia,Phones,268,3
Georgia,Furnishings,240,4
Georgia,Art,165,5
Georgia,Appliances,149,6
Georgia,Chairs,131,7
Georgia,Storage,127,8
Georgia,Accessories,109,9
Georgia,Tables,90,10
Georgia,Bookcases,87,11
Georgia,Labels,76,12
Georgia,Machines,70,13
Georgia,Envelopes,44,14
Georgia,Fasteners,39,15
Georgia,Supplies,38,16
Georgia,Copiers,9,17
Illinois,Paper,948,1
Illinois,Furnishings,715,2
Illinois,Binders,712,3
Illinois,Phones,689,4
Illinois,Art,487,5
Illinois,Accessories,459,6
Illinois,Storage,457,7
Illinois,Appliances,400,8
Illinois,Chairs,363,9
Illinois,Machines,250,10
Illinois,Labels,246,11
Illinois,Tables,206,12
Illinois,Envelopes,205,13
Illinois,Bookcases,168,14
Illinois,Fasteners,127,15
Illinois,Supplies,120,16
Illinois,Copiers,40,17
Indiana,Paper,206,1
Indiana,Binders,174,2
Indiana,Phones,145,3
Indiana,Accessories,141,4
Indiana,Furnishings,135,5
Indiana,Art,126,6
Indiana,Storage,103,7
Indiana,Appliances,85,8
Indiana,Chairs,69,9
Indiana,Labels,58,10
Indiana,Bookcases,53,11
Indiana,Supplies,45,12
Indiana,Machines,39,13
Indiana,Envelopes,29,14
Indiana,Tables,22,15
Indiana,Fasteners,18,16
Indiana,Copiers,10,17
Iowa,Accessories,56,1
Iowa,Phones,48,2
Iowa,Paper,45,3
Iowa,Chairs,36,4
Iowa,Art,34,5
Iowa,Storage,27,6
Iowa,Furnishings,27,6
Iowa,Machines,25,8
Iowa,Binders,20,9
Iowa,Labels,11,10
Iowa,Appliances,10,11
Iowa,Tables,5,12
Iowa,Fasteners,5,12
Iowa,Supplies,3,14
Iowa,Envelopes,2,15
Kansas,Paper,85,1
Kansas,Art,61,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Accessories,26,5
Kansas,Appliances,24,6
Kansas,Fasteners,23,7
Kansas,Binders,23,7
Kansas,Furnishings,20,9
Kansas,Tables,14,10
Kansas,Labels,14,10
Kansas,Machines,12,12
Kansas,Storage,12,12
Kansas,Supplies,9,14
Kansas,Bookcases,8,15
Kansas,Copiers,2,16
Kentucky,Paper,393,1
Kentucky,Phones,262,2
Kentucky,Binders,255,3
Kentucky,Art,241,4
Kentucky,Furnishings,227,5
Kentucky,Appliances,195,6
Kentucky,Storage,170,7
Kentucky,Accessories,168,8
Kentucky,Chairs,132,9
Kentucky,Fasteners,100,10
Kentucky,Machines,77,11
Kentucky,Labels,76,12
Kentucky,Bookcases,71,13
Kentucky,Envelopes,68,14
Kentucky,Tables,50,15
Kentucky,Supplies,41,16
Kentucky,Copiers,28,17
Louisiana,Art,120,1
Louisiana,Paper,115,2
Louisiana,Binders,105,3
Louisiana,Phones,83,4
Louisiana,Accessories,79,5
Louisiana,Furnishings,59,6
Louisiana,Storage,56,7
Louisiana,Chairs,51,8
Louisiana,Appliances,45,9
Louisiana,Envelopes,26,10
Louisiana,Fasteners,22,11
Louisiana,Labels,20,12
Louisiana,Machines,15,13
Louisiana,Tables,14,14
Louisiana,Bookcases,12,15
Louisiana,Supplies,12,15
Maryland,Phones,80,1
Maryland,Furnishings,52,2
Maryland,Storage,52,2
Maryland,Binders,37,4
Maryland,Paper,29,5
Maryland,Accessories,22,6
Maryland,Supplies,20,7
Maryland,Appliances,20,7
Maryland,Machines,17,9
Maryland,Fasteners,17,9
Maryland,Tables,16,11
Maryland,Art,15,12
Maryland,Labels,14,13
Maryland,Bookcases,12,14
Maryland,Envelopes,12,14
Maryland,Chairs,7,16
Maryland,Copiers,6,17
Massachusetts,Paper,240,1
Massachusetts,Binders,225,2
Massachusetts,Phones,192,3
Massachusetts,Furnishings,177,4
Massachusetts,Art,161,5
Massachusetts,Accessories,142,6
Massachusetts,Storage,96,7
Massachusetts,Labels,95,8
Massachusetts,Appliances,95,8
Massachusetts,Tables,76,10
Massachusetts,Chairs,72,11
Massachusetts,Fasteners,58,12
Massachusetts,Machines,54,13
Massachusetts,Envelopes,52,14
