state,total_sales,total_customers
Alabama,81927.0,53
Arizona,382785.0,140
Arkansas,58497.0,8
California,2579808.0,922
Colorado,304313.0,114
Connecticut,88551.0,34
Delaware,104497.0,35
District of Columbia,7388.0,3
Florida,473377.0,151
Georgia,217805.0,118
Illinois,620953.0,238
Indiana,162825.0,64
Iowa,31254.0,21
Kansas,38971.0,6
Kentucky,311271.0,70
Louisiana,72901.0,40
Maryland,45959.0,22
Massachusetts,170277.0,68
Michigan,273405.0,93
Minnesota,222496.0,62
Mississippi,76605.0,30
Missouri,85902.0,40
Nebraska,6690.0,9
Nevada,25419.0,17
New Hampshire,28444.0,13
New Jersey,213295.0,73
New Mexico,13264.0,16
New York,1321571.0,480
North Carolina,409077.0,195
Ohio,618499.0,229
Oklahoma,48121.0,19
Oregon,54549.0,14
Pennsylvania,733969.0,288
Rhode Island,64420.0,21
South Dakota,4821.0,5
Tennessee,200891.0,73
Texas,1281586.0,459
Utah,95049.0,36
Virginia,268250.0,91
Washington,606329.0,229
Wisconsin,100566.0,49
