region,month_name,total_sales
South,Mar,181570.0
South,Jan,156329.0
East,Apr,253027.0
East,Nov,237519.0
Central,May,198016.0
East,Mar,247178.0
Central,Oct,183368.0
South,Nov,154291.0
Central,Apr,201697.0
South,Jul,106929.0
Central,Mar,221247.0
East,Jan,262287.0
West,Apr,254820.0
East,Sep,223560.0
South,Sep,157198.0
West,Aug,222664.0
Central,Nov,179194.0
South,Feb,157304.0
West,Mar,253167.0
South,Dec,175122.0
East,Feb,235224.0
West,Dec,295994.0
West,Sep,238849.0
Central,Sep,186510.0
South,Aug,150849.0
East,Jun,217541.0
West,Jan,267520.0
South,Apr,146250.0
Central,Dec,193294.0
West,Oct,252263.0
Central,Jun,181534.0
Central,Aug,198707.0
East,Oct,301709.0
West,Jun,261263.0
West,Jul,255570.0
West,Nov,253134.0
East,Dec,257962.0
South,Jun,135761.0
East,Jul,232790.0
East,May,248298.0
South,Oct,179277.0
Central,Jul,200087.0
Central,Jan,185240.0
East,Aug,237900.0
Central,Feb,195684.0
South,May,170607.0
West,May,235944.0
West,Feb,176322.0
