segment,month_name,total_sales,total_profit
Corporate,Oct,280044.0,48965.0
Home Office,Jul,147962.0,26344.0
Consumer,Jul,397582.0,71547.0
Corporate,Mar,254381.0,42994.0
Consumer,Nov,368165.0,63444.0
Home Office,Aug,134571.0,23453.0
Consumer,Aug,422586.0,76914.0
Corporate,Aug,243453.0,42025.0
Home Office,Apr,137945.0,23936.0
Consumer,Jun,401104.0,71583.0
Consumer,May,423532.0,75028.0
Home Office,Sep,120936.0,21655.0
Corporate,Jul,222802.0,40833.0
Corporate,Dec,292471.0,51058.0
Corporate,May,276973.0,48371.0
Corporate,Apr,272691.0,46361.0
Home Office,May,142662.0,26032.0
Home Office,Jan,148395.0,27523.0
Home Office,Jun,125506.0,23228.0
Consumer,Sep,423722.0,73456.0
Home Office,Mar,167138.0,26737.0
Consumer,Apr,433843.0,77283.0
Home Office,Nov,151586.0,26461.0
Home Office,Oct,172236.0,30144.0
Consumer,Dec,457855.0,82327.0
Corporate,Nov,285895.0,47110.0
Corporate,Sep,248231.0,44513.0
Corporate,Feb,251734.0,41508.0
Home Office,Feb,129693.0,23255.0
Consumer,Mar,473166.0,84726.0
Consumer,Oct,454096.0,81013.0
Corporate,Jan,302571.0,50836.0
Consumer,Jan,396739.0,70308.0
Corporate,Jun,258140.0,46388.0
Home Office,Dec,158684.0,26065.0
Consumer,Feb,377067.0,69483.0
