region,month_name,total_sales
South,Mar,208448.0
South,Jan,189578.0
East,Apr,320767.0
East,Nov,288903.0
Central,May,235410.0
East,Mar,296217.0
Central,Oct,219580.0
South,Nov,190102.0
Central,Apr,244887.0
South,Jul,133233.0
Central,Mar,259364.0
East,Jan,307463.0
West,Apr,322207.0
East,Sep,277636.0
South,Sep,184439.0
West,Aug,276394.0
Central,Nov,213317.0
South,Feb,179798.0
West,Mar,302754.0
South,Dec,202078.0
East,Feb,297030.0
West,Dec,382811.0
West,Sep,298681.0
Central,Sep,213648.0
South,Aug,182689.0
East,Jun,276582.0
West,Jan,335304.0
South,Apr,197853.0
Central,Dec,243076.0
West,Oct,307620.0
Central,Jun,219170.0
Central,Aug,256067.0
East,Oct,352949.0
West,Jun,309315.0
West,Jul,314158.0
West,Nov,325326.0
East,Dec,328119.0
South,Jun,177734.0
East,Jul,301388.0
East,May,303221.0
South,Oct,217054.0
Central,Jul,241497.0
Central,Jan,241600.0
East,Aug,282477.0
Central,Feb,240842.0
South,May,209024.0
West,May,300243.0
West,Feb,226873.0
