category,month,total_sales,total_profit
Furniture,Sep,161947.0,26728.0
Furniture,Oct,152836.0,28646.0
Furniture,Mar,185872.0,34299.0
Office Supplies,Feb,409789.0,73147.0
Technology,Jul,151824.0,26824.0
Office Supplies,Dec,472734.0,81946.0
Furniture,Aug,147230.0,26614.0
Office Supplies,Jul,381605.0,70372.0
Office Supplies,Jun,359114.0,64873.0
Technology,Sep,120169.0,21686.0
Technology,Dec,174864.0,30403.0
Technology,Jun,169022.0,31061.0
Office Supplies,Jan,437675.0,77019.0
Technology,Aug,145694.0,25249.0
Technology,Oct,187826.0,30758.0
Technology,Jan,155576.0,28655.0
Office Supplies,Mar,441084.0,73040.0
Office Supplies,Aug,393598.0,70550.0
Office Supplies,Sep,369360.0,63570.0
Office Supplies,Oct,448014.0,78068.0
Furniture,Nov,146801.0,24669.0
Office Supplies,Nov,396240.0,66272.0
Technology,May,146755.0,24407.0
Furniture,Feb,120798.0,22920.0
Office Supplies,Apr,376147.0,66256.0
Furniture,Jan,131854.0,23979.0
Furniture,Jun,109778.0,18947.0
Technology,Nov,171477.0,29848.0
Technology,Mar,134822.0,23182.0
Technology,Feb,132541.0,22106.0
Furniture,Apr,154566.0,27227.0
Technology,Apr,166893.0,28677.0
Furniture,Dec,142007.0,25197.0
Office Supplies,May,435031.0,77793.0
Furniture,Jul,119862.0,21225.0
Furniture,May,139356.0,26438.0
