region,month_name,total_sales
South,Mar,251588.0
South,Jan,241273.0
East,Apr,397377.0
East,Nov,358704.0
Central,May,292272.0
East,Mar,373493.0
Central,Oct,291629.0
South,Nov,240882.0
Central,Apr,314384.0
South,Jul,179402.0
Central,Mar,329317.0
East,Jan,387603.0
West,Apr,403586.0
East,Sep,360872.0
South,Sep,218903.0
West,Aug,346610.0
Central,Nov,276858.0
South,Feb,229367.0
West,Mar,375353.0
South,Dec,246547.0
East,Feb,391797.0
West,Dec,463100.0
West,Sep,396588.0
Central,Sep,268469.0
South,Aug,219181.0
East,Jun,347370.0
West,Jan,423211.0
South,Apr,249551.0
Central,Dec,321099.0
West,Oct,399873.0
Central,Jun,292181.0
Central,Aug,312415.0
East,Oct,423461.0
West,Jun,385221.0
West,Jul,389718.0
West,Nov,392668.0
East,Dec,410796.0
South,Jun,235629.0
East,Jul,393497.0
East,May,378288.0
South,Oct,280514.0
Central,Jul,325453.0
Central,Jan,301932.0
East,Aug,353043.0
Central,Feb,310105.0
South,May,266149.0
West,May,380574.0
West,Feb,290568.0
