region,month_name,total_sales
South,Mar,185365.0
South,Jan,165690.0
East,Apr,262958.0
East,Nov,247726.0
Central,May,203122.0
East,Mar,255947.0
Central,Oct,190273.0
South,Nov,159074.0
Central,Apr,207875.0
South,Jul,110754.0
Central,Mar,226815.0
East,Jan,269352.0
West,Apr,272778.0
East,Sep,230765.0
South,Sep,161400.0
West,Aug,229865.0
Central,Nov,186865.0
South,Feb,162525.0
West,Mar,259244.0
South,Dec,180708.0
East,Feb,243377.0
West,Dec,306812.0
West,Sep,247541.0
Central,Sep,191905.0
South,Aug,155080.0
East,Jun,233465.0
West,Jan,276898.0
South,Apr,151977.0
Central,Dec,198206.0
West,Oct,260597.0
Central,Jun,186913.0
Central,Aug,206816.0
East,Oct,307786.0
West,Jun,266362.0
West,Jul,269951.0
West,Nov,266102.0
East,Dec,264150.0
South,Jun,148717.0
East,Jul,244284.0
East,May,258274.0
South,Oct,191351.0
Central,Jul,207392.0
Central,Jan,192671.0
East,Aug,245480.0
Central,Feb,213794.0
South,May,179463.0
West,May,246518.0
West,Feb,181815.0
