state,total_sales,total_customers
Alabama,65526.0,35
Arizona,338067.0,109
Arkansas,57876.0,7
California,2287026.0,657
Colorado,264510.0,76
Connecticut,82709.0,24
Delaware,85425.0,23
District of Columbia,6729.0,2
Florida,431050.0,106
Georgia,158385.0,75
Illinois,517452.0,167
Indiana,134344.0,42
Iowa,29334.0,17
Kansas,36327.0,4
Kentucky,290666.0,53
Louisiana,59927.0,26
Maryland,40250.0,14
Massachusetts,153505.0,48
Michigan,236394.0,62
Minnesota,193143.0,44
Mississippi,63487.0,18
Missouri,75959.0,27
Nebraska,4094.0,6
Nevada,25100.0,16
New Hampshire,27303.0,11
New Jersey,188496.0,48
New Mexico,8979.0,12
New York,1187230.0,359
North Carolina,345239.0,124
Ohio,560642.0,162
Oklahoma,45216.0,13
Oregon,37626.0,7
Pennsylvania,634221.0,192
Rhode Island,58870.0,15
South Dakota,4821.0,5
Tennessee,179955.0,56
Texas,1141792.0,334
Utah,82362.0,26
Virginia,245682.0,66
Washington,554135.0,177
Wisconsin,85551.0,33
