category,month,total_sales,total_profit
Furniture,Sep,268159.0,46414.0
Furniture,Oct,258938.0,46373.0
Furniture,Mar,294274.0,54077.0
Office Supplies,Feb,712100.0,127189.0
Technology,Jul,286124.0,48904.0
Office Supplies,Dec,786480.0,136235.0
Furniture,Aug,250794.0,45231.0
Office Supplies,Jul,719481.0,130269.0
Office Supplies,Jun,693875.0,125748.0
Technology,Sep,240705.0,43081.0
Technology,Dec,329460.0,59939.0
Technology,Jun,290062.0,52816.0
Office Supplies,Jan,789341.0,137002.0
Technology,Aug,251265.0,44469.0
Technology,Oct,312193.0,53018.0
Technology,Jan,276112.0,48817.0
Office Supplies,Mar,773810.0,130337.0
Office Supplies,Aug,694351.0,122119.0
Office Supplies,Sep,695842.0,123060.0
Office Supplies,Oct,766917.0,134606.0
Furniture,Nov,238205.0,40990.0
Office Supplies,Nov,715529.0,122097.0
Technology,May,249940.0,42871.0
Furniture,Feb,236656.0,44272.0
Office Supplies,Apr,723623.0,126935.0
Furniture,Jan,244184.0,42664.0
Furniture,Jun,231399.0,40015.0
Technology,Nov,285393.0,51356.0
Technology,Mar,230307.0,40096.0
Technology,Feb,233703.0,38218.0
Furniture,Apr,268280.0,47405.0
Technology,Apr,332761.0,56928.0
Furniture,Dec,286305.0,52197.0
Office Supplies,May,787099.0,140855.0
Furniture,Jul,240874.0,41445.0
Furniture,May,245388.0,45234.0
