state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,106,1
Alabama,Binders,71,2
Alabama,Furnishings,48,3
Alabama,Accessories,35,4
Alabama,Chairs,31,5
Alabama,Storage,25,6
Alabama,Envelopes,22,7
Alabama,Art,20,8
Alabama,Appliances,20,8
Alabama,Tables,18,10
Alabama,Phones,16,11
Alabama,Bookcases,13,12
Alabama,Labels,13,12
Alabama,Fasteners,9,14
Alabama,Supplies,3,15
Arizona,Paper,347,1
Arizona,Binders,295,2
Arizona,Furnishings,286,3
Arizona,Phones,265,4
Arizona,Art,234,5
Arizona,Accessories,197,6
Arizona,Storage,187,7
Arizona,Labels,137,8
Arizona,Chairs,130,9
Arizona,Appliances,127,10
Arizona,Bookcases,91,11
Arizona,Machines,90,12
Arizona,Envelopes,86,13
Arizona,Tables,81,14
Arizona,Supplies,41,15
Arizona,Fasteners,41,15
Arizona,Copiers,23,17
Arkansas,Furnishings,53,1
Arkansas,Art,50,2
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,27,6
Arkansas,Fasteners,18,7
Arkansas,Labels,18,7
Arkansas,Appliances,16,9
Arkansas,Accessories,13,10
Arkansas,Chairs,13,10
Arkansas,Tables,12,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2556,1
California,Binders,2030,2
California,Phones,1816,3
California,Furnishings,1727,4
California,Art,1719,5
California,Accessories,1446,6
California,Storage,1269,7
California,Appliances,1069,8
California,Chairs,874,9
California,Labels,718,10
California,Machines,712,11
California,Envelopes,584,12
California,Tables,569,13
California,Bookcases,532,14
California,Supplies,420,15
California,Fasteners,361,16
California,Copiers,121,17
Colorado,Binders,319,1
Colorado,Paper,308,2
Colorado,Furnishings,235,3
Colorado,Phones,234,4
Colorado,Art,187,5
Colorado,Storage,183,6
Colorado,Accessories,144,7
Colorado,Appliances,108,8
Colorado,Chairs,102,9
Colorado,Machines,99,10
Colorado,Labels,83,11
Colorado,Bookcases,82,12
Colorado,Envelopes,80,13
Colorado,Tables,74,14
Colorado,Supplies,62,15
Colorado,Fasteners,42,16
Colorado,Copiers,10,17
Connecticut,Phones,79,1
Connecticut,Furnishings,78,2
Connecticut,Binders,65,3
Connecticut,Paper,63,4
Connecticut,Accessories,62,5
Connecticut,Art,53,6
Connecticut,Storage,46,7
Connecticut,Appliances,45,8
Connecticut,Labels,44,9
Connecticut,Machines,24,10
Connecticut,Fasteners,23,11
Connecticut,Chairs,21,12
Connecticut,Tables,19,13
Connecticut,Bookcases,17,14
Connecticut,Supplies,8,15
Connecticut,Envelopes,8,15
Connecticut,Copiers,2,17
Delaware,Storage,107,1
Delaware,Paper,93,2
Delaware,Furnishings,90,3
Delaware,Accessories,67,4
Delaware,Phones,58,5
Delaware,Appliances,50,6
Delaware,Machines,47,7
Delaware,Chairs,45,8
Delaware,Binders,45,8
Delaware,Art,42,10
Delaware,Envelopes,22,11
Delaware,Supplies,22,11
Delaware,Labels,21,13
Delaware,Bookcases,18,14
Delaware,Fasteners,12,15
Delaware,Tables,9,16
District of Columbia,Paper,35,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Furnishings,7,4
District of Columbia,Art,7,4
District of Columbia,Fasteners,7,4
District of Columbia,Phones,5,7
District of Columbia,Envelopes,3,8
District of Columbia,Chairs,3,8
District of Columbia,Appliances,2,10
Florida,Paper,506,1
Florida,Binders,451,2
Florida,Art,355,3
Florida,Phones,340,4
Florida,Furnishings,314,5
Florida,Accessories,304,6
Florida,Storage,241,7
Florida,Appliances,182,8
Florida,Chairs,174,9
Florida,Labels,162,10
Florida,Tables,126,11
Florida,Machines,112,12
Florida,Fasteners,101,13
Florida,Envelopes,89,14
Florida,Supplies,75,15
Florida,Bookcases,57,16
Florida,Copiers,15,17
Georgia,Phones,187,1
Georgia,Paper,174,2
Georgia,Binders,174,2
Georgia,Furnishings,121,4
Georgia,Art,114,5
Georgia,Accessories,70,6
Georgia,Storage,66,7
Georgia,Appliances,64,8
Georgia,Tables,59,9
Georgia,Chairs,55,10
Georgia,Bookcases,51,11
Georgia,Machines,45,12
Georgia,Labels,30,13
Georgia,Supplies,22,14
Georgia,Envelopes,21,15
Georgia,Fasteners,19,16
Georgia,Copiers,5,17
Illinois,Paper,590,1
Illinois,Binders,474,2
Illinois,Furnishings,451,3
Illinois,Phones,427,4
Illinois,Accessories,306,5
Illinois,Storage,264,6
Illinois,Chairs,261,7
Illinois,Art,246,8
Illinois,Appliances,218,9
Illinois,Machines,168,10
Illinois,Labels,151,11
Illinois,Bookcases,120,12
Illinois,Tables,114,13
Illinois,Envelopes,111,14
Illinois,Fasteners,93,15
Illinois,Supplies,91,16
Illinois,Copiers,27,17
Indiana,Paper,144,1
Indiana,Binders,108,2
Indiana,Accessories,104,3
Indiana,Phones,98,4
Indiana,Art,89,5
Indiana,Storage,81,6
Indiana,Furnishings,74,7
Indiana,Labels,50,8
Indiana,Appliances,45,9
Indiana,Chairs,39,10
Indiana,Machines,32,11
Indiana,Bookcases,31,12
Indiana,Supplies,26,13
Indiana,Envelopes,23,14
Indiana,Tables,15,15
Indiana,Fasteners,11,16
Indiana,Copiers,3,17
Iowa,Phones,31,1
Iowa,Chairs,30,2
Iowa,Paper,28,3
