state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,91,1
Alabama,Binders,71,2
Alabama,Furnishings,48,3
Alabama,Accessories,35,4
Alabama,Chairs,31,5
Alabama,Storage,23,6
Alabama,Art,18,7
Alabama,Phones,16,8
Alabama,Tables,16,8
Alabama,Envelopes,15,10
Alabama,Appliances,15,10
Alabama,Labels,13,12
Alabama,Bookcases,10,13
Alabama,Fasteners,9,14
Alabama,Supplies,3,15
Arizona,Paper,323,1
Arizona,Binders,280,2
Arizona,Furnishings,269,3
Arizona,Phones,249,4
Arizona,Art,216,5
Arizona,Accessories,175,6
Arizona,Storage,174,7
Arizona,Labels,128,8
Arizona,Chairs,121,9
Arizona,Appliances,120,10
Arizona,Envelopes,86,11
Arizona,Bookcases,75,12
Arizona,Tables,67,13
Arizona,Machines,64,14
Arizona,Fasteners,39,15
Arizona,Supplies,37,16
Arizona,Copiers,19,17
Arkansas,Art,50,1
Arkansas,Furnishings,50,1
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,27,6
Arkansas,Fasteners,18,7
Arkansas,Labels,18,7
Arkansas,Appliances,16,9
Arkansas,Chairs,13,10
Arkansas,Accessories,13,10
Arkansas,Tables,12,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2351,1
California,Binders,1900,2
California,Phones,1721,3
California,Furnishings,1611,4
California,Art,1610,5
California,Accessories,1390,6
California,Storage,1184,7
California,Appliances,988,8
California,Chairs,834,9
California,Labels,676,10
California,Machines,676,10
California,Tables,544,12
California,Envelopes,539,13
California,Bookcases,509,14
California,Supplies,401,15
California,Fasteners,341,16
California,Copiers,114,17
Colorado,Binders,310,1
Colorado,Paper,302,2
Colorado,Phones,227,3
Colorado,Furnishings,200,4
Colorado,Art,178,5
Colorado,Storage,163,6
Colorado,Accessories,142,7
Colorado,Appliances,105,8
Colorado,Chairs,97,9
Colorado,Machines,94,10
Colorado,Bookcases,82,11
Colorado,Envelopes,76,12
Colorado,Labels,75,13
Colorado,Tables,74,14
Colorado,Supplies,55,15
Colorado,Fasteners,42,16
Colorado,Copiers,10,17
Connecticut,Phones,73,1
Connecticut,Accessories,62,2
Connecticut,Binders,60,3
Connecticut,Paper,59,4
Connecticut,Furnishings,53,5
Connecticut,Art,53,5
Connecticut,Appliances,44,7
Connecticut,Labels,44,7
Connecticut,Storage,42,9
Connecticut,Machines,24,10
Connecticut,Fasteners,23,11
Connecticut,Chairs,21,12
Connecticut,Tables,19,13
Connecticut,Bookcases,17,14
Connecticut,Supplies,8,15
Connecticut,Envelopes,8,15
Connecticut,Copiers,2,17
Delaware,Storage,107,1
Delaware,Paper,93,2
Delaware,Furnishings,85,3
Delaware,Accessories,62,4
Delaware,Phones,56,5
Delaware,Appliances,50,6
Delaware,Chairs,45,7
Delaware,Binders,39,8
Delaware,Machines,38,9
Delaware,Art,36,10
Delaware,Envelopes,22,11
Delaware,Supplies,22,11
Delaware,Labels,21,13
Delaware,Bookcases,18,14
Delaware,Fasteners,12,15
Delaware,Tables,9,16
District of Columbia,Paper,35,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Fasteners,7,4
District of Columbia,Furnishings,7,4
District of Columbia,Art,7,4
District of Columbia,Phones,5,7
District of Columbia,Envelopes,3,8
District of Columbia,Chairs,3,8
District of Columbia,Appliances,2,10
Florida,Paper,490,1
Florida,Binders,428,2
Florida,Art,345,3
Florida,Phones,317,4
Florida,Furnishings,310,5
Florida,Accessories,296,6
Florida,Storage,226,7
Florida,Chairs,171,8
Florida,Appliances,170,9
Florida,Labels,143,10
Florida,Tables,117,11
Florida,Machines,112,12
Florida,Fasteners,98,13
Florida,Envelopes,83,14
Florida,Supplies,75,15
Florida,Bookcases,57,16
Florida,Copiers,7,17
Georgia,Phones,174,1
Georgia,Binders,145,2
Georgia,Paper,143,3
Georgia,Furnishings,113,4
Georgia,Art,98,5
Georgia,Appliances,62,6
Georgia,Accessories,59,7
Georgia,Storage,56,8
Georgia,Tables,55,9
Georgia,Chairs,51,10
Georgia,Machines,45,11
Georgia,Bookcases,35,12
Georgia,Labels,30,13
Georgia,Envelopes,21,14
Georgia,Supplies,19,15
Georgia,Fasteners,14,16
Georgia,Copiers,5,17
Illinois,Paper,544,1
Illinois,Binders,452,2
Illinois,Furnishings,425,3
Illinois,Phones,403,4
Illinois,Accessories,289,5
Illinois,Chairs,241,6
Illinois,Storage,238,7
Illinois,Art,232,8
Illinois,Appliances,210,9
Illinois,Machines,166,10
Illinois,Labels,148,11
Illinois,Bookcases,118,12
Illinois,Tables,112,13
Illinois,Envelopes,101,14
Illinois,Supplies,89,15
Illinois,Fasteners,82,16
Illinois,Copiers,20,17
Indiana,Paper,124,1
Indiana,Binders,105,2
Indiana,Accessories,104,3
Indiana,Phones,96,4
Indiana,Furnishings,74,5
Indiana,Art,68,6
Indiana,Storage,66,7
Indiana,Labels,45,8
Indiana,Appliances,42,9
Indiana,Chairs,36,10
Indiana,Bookcases,31,11
Indiana,Machines,29,12
Indiana,Envelopes,23,13
Indiana,Supplies,23,13
Indiana,Tables,15,15
Indiana,Fasteners,11,16
Indiana,Copiers,3,17
Iowa,Accessories,27,1
Iowa,Paper,26,2
Iowa,Phones,26,2
Iowa,Chairs,22,4
Iowa,Machines,17,5
Iowa,Binders,13,6
Iowa,Art,8,7
Iowa,Storage,8,7
Iowa,Appliances,7,9
Iowa,Furnishings,5,10
Iowa,Labels,3,11
Iowa,Supplies,3,11
Iowa,Fasteners,3,11
Iowa,Envelopes,2,14
Iowa,Tables,1,15
Kansas,Paper,76,1
Kansas,Art,59,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Fasteners,23,5
Kansas,Accessories,20,6
Kansas,Binders,18,7
Kansas,Furnishings,15,8
Kansas,Labels,14,9
Kansas,Tables,10,10
Kansas,Storage,9,11
Kansas,Appliances,9,11
Kansas,Supplies,9,11
Kansas,Bookcases,8,14
Kansas,Machines,8,14
Kansas,Copiers,2,16
Kentucky,Paper,287,1
Kentucky,Phones,202,2
Kentucky,Binders,200,3
Kentucky,Art,164,4
Kentucky,Furnishings,161,5
Kentucky,Appliances,140,6
Kentucky,Storage,135,7
Kentucky,Accessories,120,8
Kentucky,Chairs,101,9
Kentucky,Labels,63,10
Kentucky,Envelopes,60,11
Kentucky,Fasteners,59,12
Kentucky,Bookcases,54,13
Kentucky,Machines,54,13
Kentucky,Tables,34,15
Kentucky,Supplies,33,16
Kentucky,Copiers,12,17
Louisiana,Art,83,1
Louisiana,Binders,81,2
Louisiana,Paper,47,3
Louisiana,Phones,38,4
Louisiana,Chairs,38,4
Louisiana,Accessories,34,6
Louisiana,Storage,34,6
Louisiana,Furnishings,29,8
Louisiana,Appliances,22,9
Louisiana,Fasteners,20,10
Louisiana,Labels,17,11
Louisiana,Envelopes,17,11
Louisiana,Machines,15,13
Louisiana,Bookcases,12,14
Louisiana,Tables,9,15
Louisiana,Supplies,3,16
Maryland,Phones,41,1
Maryland,Storage,29,2
Maryland,Furnishings,24,3
Maryland,Binders,22,4
Maryland,Appliances,17,5
Maryland,Supplies,16,6
Maryland,Labels,14,7
Maryland,Fasteners,13,8
Maryland,Art,12,9
Maryland,Bookcases,8,10
Maryland,Paper,8,10
Maryland,Chairs,7,12
Maryland,Accessories,7,12
Maryland,Tables,7,12
Maryland,Copiers,6,15
Maryland,Machines,3,16
Maryland,Envelopes,3,16
Massachusetts,Binders,136,1
Massachusetts,Paper,129,2
Massachusetts,Furnishings,117,3
Massachusetts,Phones,99,4
Massachusetts,Art,99,4
Massachusetts,Accessories,72,6
Massachusetts,Appliances,65,7
Massachusetts,Chairs,53,8
Massachusetts,Fasteners,53,8
Massachusetts,Tables,51,10
Massachusetts,Storage,50,11
Massachusetts,Labels,47,12
Massachusetts,Machines,38,13
Massachusetts,Bookcases,37,14
Massachusetts,Envelopes,22,15
Massachusetts,Supplies,19,16
Massachusetts,Copiers,2,17
Michigan,Phones,211,1
Michigan,Paper,195,2
Michigan,Art,163,3
Michigan,Binders,158,4
Michigan,Furnishings,152,5
Michigan,Storage,150,6
Michigan,Accessories,140,7
Michigan,Appliances,95,8
Michigan,Labels,87,9
Michigan,Bookcases,69,10
Michigan,Chairs,59,11
Michigan,Tables,58,12
Michigan,Machines,48,13
Michigan,Envelopes,33,14
Michigan,Supplies,24,15
Michigan,Fasteners,21,16
Michigan,Copiers,19,17
Minnesota,Paper,176,1
Minnesota,Phones,153,2
Minnesota,Binders,151,3
Minnesota,Storage,125,4
Minnesota,Art,98,5
Minnesota,Accessories,97,6
Minnesota,Furnishings,95,7
Minnesota,Appliances,84,8
Minnesota,Chairs,67,9
Minnesota,Tables,60,10
Minnesota,Labels,56,11
Minnesota,Bookcases,46,12
Minnesota,Envelopes,42,13
Minnesota,Fasteners,28,14
Minnesota,Machines,26,15
Minnesota,Supplies,6,16
Mississippi,Paper,106,1
Mississippi,Furnishings,79,2
Mississippi,Binders,58,3
Mississippi,Phones,53,4
Mississippi,Storage,44,5
Mississippi,Art,40,6
Mississippi,Accessories,38,7
Mississippi,Bookcases,31,8
Mississippi,Supplies,20,9
Mississippi,Chairs,17,10
Mississippi,Tables,16,11
Mississippi,Labels,15,12
Mississippi,Appliances,12,13
Mississippi,Machines,11,14
Mississippi,Fasteners,10,15
Mississippi,Envelopes,8,16
Mississippi,Copiers,5,17
Missouri,Binders,99,1
Missouri,Furnishings,92,2
Missouri,Accessories,78,3
Missouri,Paper,66,4
Missouri,Phones,44,5
Missouri,Storage,34,6
Missouri,Tables,27,7
Missouri,Chairs,27,7
Missouri,Machines,26,9
Missouri,Art,24,10
Missouri,Appliances,21,11
Missouri,Supplies,20,12
Missouri,Labels,15,13
Missouri,Envelopes,12,14
Missouri,Fasteners,6,15
Missouri,Bookcases,5,16
Missouri,Copiers,1,17
Nebraska,Art,4,1
Nebraska,Accessories,2,2
Nebraska,Chairs,2,2
Nevada,Paper,49,1
