category,month,total_sales,total_profit
Furniture,Sep,162563.0,26881.0
Furniture,Oct,153807.0,28857.0
Furniture,Mar,187110.0,34594.0
Office Supplies,Feb,412162.0,73472.0
Technology,Jul,152627.0,27004.0
Office Supplies,Dec,475030.0,82325.0
Furniture,Aug,147416.0,26646.0
Office Supplies,Jul,382927.0,70598.0
Office Supplies,Jun,360889.0,65221.0
Technology,Sep,120169.0,21686.0
Technology,Dec,175437.0,30531.0
Technology,Jun,169022.0,31061.0
Office Supplies,Jan,439711.0,77361.0
Technology,Aug,148562.0,25809.0
Technology,Oct,188448.0,30819.0
Technology,Jan,156900.0,28998.0
Office Supplies,Mar,443264.0,73526.0
Office Supplies,Aug,396884.0,71157.0
Office Supplies,Sep,375595.0,64655.0
Office Supplies,Oct,450357.0,78420.0
Furniture,Nov,147238.0,24710.0
Office Supplies,Nov,398073.0,66636.0
Technology,May,147981.0,24603.0
Furniture,Feb,121260.0,23029.0
Office Supplies,Apr,387917.0,67190.0
Furniture,Jan,143353.0,24999.0
Furniture,Jun,109842.0,18956.0
Technology,Nov,172166.0,29941.0
Technology,Mar,135169.0,23233.0
Technology,Feb,132994.0,22211.0
Furniture,Apr,154839.0,27280.0
Technology,Apr,167615.0,28835.0
Furniture,Dec,152737.0,27503.0
Office Supplies,May,437013.0,78173.0
Furniture,Jul,121754.0,21322.0
Furniture,May,140266.0,26569.0
