state,total_sales,total_customers
Alabama,48637.0,12
Arizona,275159.0,48
Arkansas,53913.0,3
California,1960275.0,328
Colorado,234109.0,43
Connecticut,76105.0,15
Delaware,71551.0,9
District of Columbia,5512.0,1
Florida,375533.0,59
Georgia,121651.0,31
Illinois,432945.0,86
Indiana,116675.0,20
Iowa,17467.0,6
Kansas,36327.0,4
Kentucky,249581.0,33
Louisiana,51649.0,18
Maryland,33396.0,7
Massachusetts,118927.0,21
Michigan,206510.0,34
Minnesota,161418.0,19
Mississippi,56700.0,8
Missouri,61412.0,14
Nebraska,520.0,1
Nevada,15686.0,9
New Hampshire,24215.0,5
New Jersey,168536.0,26
New Mexico,3774.0,5
New York,1010671.0,188
North Carolina,285106.0,59
Ohio,493879.0,92
Oklahoma,38880.0,6
Oregon,34607.0,3
Pennsylvania,529402.0,97
Rhode Island,51326.0,6
South Dakota,707.0,1
Tennessee,153125.0,27
Texas,969082.0,150
Utah,60520.0,14
Virginia,213698.0,37
Washington,450661.0,97
Wisconsin,66415.0,18
