category,month,total_sales,total_profit
Furniture,Sep,252268.0,43566.0
Furniture,Oct,234405.0,42249.0
Furniture,Mar,276570.0,50665.0
Office Supplies,Feb,651545.0,115664.0
Technology,Jul,259104.0,44655.0
Office Supplies,Dec,728879.0,126759.0
Furniture,Aug,233712.0,42560.0
Office Supplies,Jul,658224.0,119134.0
Office Supplies,Jun,640394.0,116992.0
Technology,Sep,227872.0,41151.0
Technology,Dec,304585.0,54394.0
Technology,Jun,258958.0,47387.0
Office Supplies,Jan,733777.0,127739.0
Technology,Aug,234739.0,41347.0
Technology,Oct,287682.0,49646.0
Technology,Jan,249878.0,44502.0
Office Supplies,Mar,718313.0,121476.0
Office Supplies,Aug,652148.0,114750.0
Office Supplies,Sep,636300.0,112874.0
Office Supplies,Oct,721505.0,126824.0
Furniture,Nov,217754.0,37539.0
Office Supplies,Nov,672277.0,114115.0
Technology,May,234566.0,39996.0
Furniture,Feb,201834.0,37725.0
Office Supplies,Apr,682226.0,119852.0
Furniture,Jan,228788.0,40186.0
Furniture,Jun,216212.0,37694.0
Technology,Nov,266339.0,47736.0
Technology,Mar,208562.0,36104.0
Technology,Feb,215923.0,35321.0
Furniture,Apr,240567.0,42829.0
Technology,Apr,309625.0,52698.0
Furniture,Dec,270260.0,49149.0
Office Supplies,May,747580.0,133841.0
Furniture,Jul,215449.0,36707.0
Furniture,May,227676.0,41974.0
