category,month,total_sales,total_profit
Furniture,Sep,185134.0,30995.0
Furniture,Oct,174465.0,32356.0
Furniture,Mar,210220.0,38621.0
Office Supplies,Feb,481245.0,84779.0
Technology,Jul,179295.0,31713.0
Office Supplies,Dec,545608.0,94666.0
Furniture,Aug,170709.0,30696.0
Office Supplies,Jul,486590.0,89543.0
Office Supplies,Jun,458421.0,84641.0
Technology,Sep,156246.0,28079.0
Technology,Dec,213003.0,37510.0
Technology,Jun,200156.0,36398.0
Office Supplies,Jan,532931.0,92107.0
Technology,Aug,179689.0,31505.0
Technology,Oct,219288.0,36626.0
Technology,Jan,180208.0,33025.0
Office Supplies,Mar,541782.0,91773.0
Office Supplies,Aug,471938.0,84151.0
Office Supplies,Sep,473416.0,84359.0
Office Supplies,Oct,532059.0,94206.0
Furniture,Nov,169955.0,28785.0
Office Supplies,Nov,466480.0,79378.0
Technology,May,175031.0,29365.0
Furniture,Feb,138475.0,26071.0
Office Supplies,Apr,476819.0,84472.0
Furniture,Jan,168057.0,29250.0
Furniture,Jun,159809.0,26510.0
Technology,Nov,199703.0,34791.0
Technology,Mar,160247.0,27182.0
Technology,Feb,154595.0,26165.0
Furniture,Apr,187466.0,33398.0
Technology,Apr,216456.0,36654.0
Furniture,Dec,174759.0,31216.0
Office Supplies,May,523980.0,93033.0
Furniture,Jul,143193.0,25017.0
Furniture,May,167259.0,31146.0
