region,month_name,total_sales
South,Mar,183458.0
South,Jan,161704.0
East,Apr,258811.0
East,Nov,241741.0
Central,May,202136.0
East,Mar,250695.0
Central,Oct,185869.0
South,Nov,155085.0
Central,Apr,207814.0
South,Jul,109326.0
Central,Mar,224760.0
East,Jan,265134.0
West,Apr,268005.0
East,Sep,226611.0
South,Sep,160074.0
West,Aug,227393.0
Central,Nov,183651.0
South,Feb,160983.0
West,Mar,256758.0
South,Dec,178763.0
East,Feb,238829.0
West,Dec,300202.0
West,Sep,244071.0
Central,Sep,189818.0
South,Aug,153721.0
East,Jun,229237.0
West,Jan,270985.0
South,Apr,147818.0
Central,Dec,195459.0
West,Oct,256018.0
Central,Jun,184781.0
Central,Aug,205628.0
East,Oct,304973.0
West,Jun,263403.0
West,Jul,263282.0
West,Nov,258848.0
East,Dec,261134.0
South,Jun,145295.0
East,Jul,238751.0
East,May,253196.0
South,Oct,188423.0
Central,Jul,203483.0
Central,Jan,189813.0
East,Aug,240204.0
Central,Feb,198568.0
South,May,174137.0
West,May,242405.0
West,Feb,178329.0
