region,month_name,total_sales
South,Mar,224477.0
South,Jan,211823.0
East,Apr,355792.0
East,Nov,316665.0
Central,May,261389.0
East,Mar,319091.0
Central,Oct,250736.0
South,Nov,218929.0
Central,Apr,267224.0
South,Jul,151352.0
Central,Mar,288357.0
East,Jan,332567.0
West,Apr,358353.0
East,Sep,306033.0
South,Sep,201276.0
West,Aug,304278.0
Central,Nov,238706.0
South,Feb,199431.0
West,Mar,340443.0
South,Dec,228375.0
East,Feb,325380.0
West,Dec,414732.0
West,Sep,345238.0
Central,Sep,236033.0
South,Aug,201372.0
East,Jun,298706.0
West,Jan,377370.0
South,Apr,220134.0
Central,Dec,272341.0
West,Oct,342150.0
Central,Jun,243507.0
Central,Aug,282405.0
East,Oct,377855.0
West,Jun,341089.0
West,Jul,347099.0
West,Nov,349064.0
East,Dec,360660.0
South,Jun,201561.0
East,Jul,336527.0
East,May,347522.0
South,Oct,243568.0
Central,Jul,274893.0
Central,Jan,262261.0
East,Aug,311546.0
Central,Feb,267289.0
South,May,236788.0
West,May,340809.0
West,Feb,253625.0
