category,month,total_sales,total_profit
Furniture,Sep,264337.0,46018.0
Furniture,Oct,253689.0,45411.0
Furniture,Mar,287173.0,52729.0
Office Supplies,Feb,701610.0,125385.0
Technology,Jul,269794.0,46428.0
Office Supplies,Dec,759322.0,132019.0
Furniture,Aug,246171.0,44395.0
Office Supplies,Jul,702761.0,127498.0
Office Supplies,Jun,678986.0,123200.0
Technology,Sep,238281.0,42711.0
Technology,Dec,323837.0,58800.0
Technology,Jun,268387.0,49265.0
Office Supplies,Jan,781335.0,135530.0
Technology,Aug,246653.0,43389.0
Technology,Oct,307880.0,52157.0
Technology,Jan,263137.0,46593.0
Office Supplies,Mar,763823.0,128503.0
Office Supplies,Aug,679334.0,119167.0
Office Supplies,Sep,671185.0,119616.0
Office Supplies,Oct,757233.0,132711.0
Furniture,Nov,235002.0,40514.0
Office Supplies,Nov,705912.0,119992.0
Technology,May,245467.0,41912.0
Furniture,Feb,233116.0,43540.0
Office Supplies,Apr,714117.0,125275.0
Furniture,Jan,239590.0,42068.0
Furniture,Jun,229195.0,39660.0
Technology,Nov,281196.0,50443.0
Technology,Mar,225280.0,39177.0
Technology,Feb,226730.0,36932.0
Furniture,Apr,264067.0,46728.0
Technology,Apr,324755.0,55594.0
Furniture,Dec,281473.0,51536.0
Office Supplies,May,775232.0,138855.0
Furniture,Jul,235193.0,40224.0
Furniture,May,240797.0,44306.0
