category,month,total_sales,total_profit
Furniture,Sep,264597.0,46042.0
Furniture,Oct,253689.0,45411.0
Furniture,Mar,287407.0,52768.0
Office Supplies,Feb,702623.0,125539.0
Technology,Jul,269794.0,46428.0
Office Supplies,Dec,769447.0,133190.0
Furniture,Aug,246171.0,44395.0
Office Supplies,Jul,704182.0,127754.0
Office Supplies,Jun,679897.0,123301.0
Technology,Sep,238281.0,42711.0
Technology,Dec,324656.0,58988.0
Technology,Jun,268387.0,49265.0
Office Supplies,Jan,781784.0,135579.0
Technology,Aug,247438.0,43531.0
Technology,Oct,307880.0,52157.0
Technology,Jan,264166.0,46810.0
Office Supplies,Mar,764906.0,128678.0
Office Supplies,Aug,680109.0,119352.0
Office Supplies,Sep,672386.0,119816.0
Office Supplies,Oct,759017.0,133028.0
Furniture,Nov,235080.0,40522.0
Office Supplies,Nov,706243.0,120052.0
Technology,May,245759.0,41977.0
Furniture,Feb,233233.0,43575.0
Office Supplies,Apr,714518.0,125377.0
Furniture,Jan,239953.0,42153.0
Furniture,Jun,229245.0,39673.0
Technology,Nov,281196.0,50443.0
Technology,Mar,225854.0,39240.0
Technology,Feb,227487.0,37028.0
Furniture,Apr,265616.0,46953.0
Technology,Apr,326221.0,55824.0
Furniture,Dec,281473.0,51536.0
Office Supplies,May,777366.0,139266.0
Furniture,Jul,235193.0,40224.0
Furniture,May,241196.0,44333.0
