region,month_name,total_sales
South,Mar,216371.0
South,Jan,204962.0
East,Apr,337829.0
East,Nov,305515.0
Central,May,252966.0
East,Mar,311208.0
Central,Oct,232405.0
South,Nov,201499.0
Central,Apr,254240.0
South,Jul,140973.0
Central,Mar,279778.0
East,Jan,321866.0
West,Apr,344360.0
East,Sep,297504.0
South,Sep,196931.0
West,Aug,294022.0
Central,Nov,227355.0
South,Feb,193674.0
West,Mar,329493.0
South,Dec,220430.0
East,Feb,316722.0
West,Dec,401220.0
West,Sep,322025.0
Central,Sep,224244.0
South,Aug,195498.0
East,Jun,290586.0
West,Jan,358520.0
South,Apr,211335.0
Central,Dec,257182.0
West,Oct,327124.0
Central,Jun,233728.0
Central,Aug,269034.0
East,Oct,370392.0
West,Jun,329309.0
West,Jul,330775.0
West,Nov,337637.0
East,Dec,351653.0
South,Jun,195165.0
East,Jul,319149.0
East,May,330749.0
South,Oct,230313.0
Central,Jul,265975.0
Central,Jan,252574.0
East,Aug,297254.0
Central,Feb,251565.0
South,May,223167.0
West,May,325419.0
West,Feb,240821.0
