state,total_sales,total_customers
Alabama,60953.0,29
Arizona,326164.0,94
Arkansas,55819.0,6
California,2214566.0,567
Colorado,252958.0,62
Connecticut,80798.0,21
Delaware,84741.0,21
District of Columbia,6729.0,2
Florida,407354.0,90
Georgia,154093.0,68
Illinois,490434.0,143
Indiana,129448.0,35
Iowa,25146.0,13
Kansas,36327.0,4
Kentucky,271071.0,46
Louisiana,58059.0,25
Maryland,37983.0,11
Massachusetts,138206.0,42
Michigan,226256.0,51
Minnesota,175075.0,34
Mississippi,62188.0,16
Missouri,75360.0,26
Nebraska,4094.0,6
Nevada,18341.0,14
New Hampshire,26340.0,9
New Jersey,180712.0,42
New Mexico,7401.0,9
New York,1136034.0,318
North Carolina,323089.0,103
Ohio,544823.0,142
Oklahoma,42056.0,11
Oregon,35846.0,5
Pennsylvania,611729.0,168
Rhode Island,58698.0,14
South Dakota,2397.0,4
Tennessee,175503.0,49
Texas,1089156.0,280
Utah,81372.0,25
Virginia,239637.0,59
Washington,516199.0,152
Wisconsin,83634.0,30
