category,month,total_sales,total_profit
Furniture,Sep,187330.0,31355.0
Furniture,Oct,174996.0,32477.0
Furniture,Mar,211909.0,38912.0
Office Supplies,Feb,494895.0,87203.0
Technology,Jul,182871.0,32296.0
Office Supplies,Dec,550363.0,95718.0
Furniture,Aug,171949.0,30896.0
Office Supplies,Jul,491552.0,90416.0
Office Supplies,Jun,465188.0,85814.0
Technology,Sep,159508.0,28588.0
Technology,Dec,214729.0,37770.0
Technology,Jun,200156.0,36398.0
Office Supplies,Jan,543715.0,94028.0
Technology,Aug,181959.0,31868.0
Technology,Oct,229920.0,39348.0
Technology,Jan,182246.0,33368.0
Office Supplies,Mar,546455.0,92371.0
Office Supplies,Aug,476935.0,84876.0
Office Supplies,Sep,478983.0,85337.0
Office Supplies,Oct,537893.0,95287.0
Furniture,Nov,171554.0,29025.0
Office Supplies,Nov,476502.0,81303.0
Technology,May,176269.0,29576.0
Furniture,Feb,142378.0,26609.0
Office Supplies,Apr,483016.0,85704.0
Furniture,Jan,169020.0,29437.0
Furniture,Jun,162516.0,26951.0
Technology,Nov,200136.0,34883.0
Technology,Mar,161345.0,27339.0
Technology,Feb,155400.0,26252.0
Furniture,Apr,191476.0,34112.0
Technology,Apr,216854.0,36740.0
Furniture,Dec,177079.0,31622.0
Office Supplies,May,530656.0,94199.0
Furniture,Jul,145167.0,25503.0
Furniture,May,170304.0,31629.0
