region,month_name,total_sales
South,Mar,233587.0
South,Jan,216758.0
East,Apr,373051.0
East,Nov,330085.0
Central,May,269244.0
East,Mar,340569.0
Central,Oct,268863.0
South,Nov,225997.0
Central,Apr,281812.0
South,Jul,158945.0
Central,Mar,300233.0
East,Jan,354024.0
West,Apr,366006.0
East,Sep,318662.0
South,Sep,206836.0
West,Aug,313573.0
Central,Nov,254068.0
South,Feb,209409.0
West,Mar,348685.0
South,Dec,233996.0
East,Feb,331311.0
West,Dec,422759.0
West,Sep,356431.0
Central,Sep,247225.0
South,Aug,205044.0
East,Jun,312534.0
West,Jan,390793.0
South,Apr,224612.0
Central,Dec,286177.0
West,Oct,350428.0
Central,Jun,254404.0
Central,Aug,290147.0
East,Oct,391501.0
West,Jun,348590.0
West,Jul,354453.0
West,Nov,360194.0
East,Dec,370051.0
South,Jun,209044.0
East,Jul,357619.0
East,May,355230.0
South,Oct,249524.0
Central,Jul,286262.0
Central,Jan,280945.0
East,Aug,320496.0
Central,Feb,277094.0
South,May,244535.0
West,May,351958.0
West,Feb,265018.0
