region,month_name,total_sales
South,Mar,150466.0
Central,Sep,149845.0
South,Aug,131021.0
South,Jan,133722.0
East,Jun,171805.0
West,Jan,226441.0
South,Apr,112918.0
East,Apr,204759.0
East,Nov,202696.0
Central,Dec,161859.0
West,Oct,213782.0
Central,May,176178.0
Central,Jun,151209.0
East,Mar,196650.0
Central,Aug,157985.0
East,Oct,250369.0
Central,Oct,159022.0
South,Nov,127014.0
West,Jun,188985.0
Central,Apr,167684.0
South,Jul,94180.0
West,Jul,206390.0
West,Nov,214635.0
Central,Mar,199525.0
East,Jan,207078.0
West,Apr,207165.0
East,Sep,180171.0
East,Dec,217815.0
South,Jun,118236.0
East,Jul,180376.0
East,May,200544.0
South,Sep,130840.0
West,Aug,187715.0
South,Oct,154938.0
Central,Jul,163309.0
Central,Jan,153562.0
East,Aug,203169.0
Central,Nov,151695.0
South,Feb,143932.0
West,Mar,206099.0
Central,Feb,161542.0
South,Dec,143255.0
East,Feb,198664.0
South,May,151970.0
West,Dec,262045.0
West,Sep,180923.0
West,May,188877.0
West,Feb,151828.0
