region,month_name,total_sales
South,Mar,214765.0
South,Jan,200752.0
East,Apr,332393.0
East,Nov,300873.0
Central,May,250966.0
East,Mar,307718.0
Central,Oct,229508.0
South,Nov,199843.0
Central,Apr,252140.0
South,Jul,139418.0
Central,Mar,276261.0
East,Jan,316737.0
West,Apr,337777.0
East,Sep,292523.0
South,Sep,196717.0
West,Aug,287054.0
Central,Nov,222867.0
South,Feb,191962.0
West,Mar,326192.0
South,Dec,218613.0
East,Feb,306278.0
West,Dec,395504.0
West,Sep,316622.0
Central,Sep,221141.0
South,Aug,188162.0
East,Jun,286753.0
West,Jan,346170.0
South,Apr,208800.0
Central,Dec,254700.0
West,Oct,320657.0
Central,Jun,229387.0
Central,Aug,264204.0
East,Oct,366605.0
West,Jun,322123.0
West,Jul,325945.0
West,Nov,333207.0
East,Dec,341357.0
South,Jun,183516.0
East,Jul,313387.0
East,May,326452.0
South,Oct,228790.0
Central,Jul,261393.0
Central,Jan,249246.0
East,Aug,292254.0
Central,Feb,249591.0
South,May,221527.0
West,May,320819.0
West,Feb,235460.0
