state,total_sales,total_customers
Alabama,45566.0,9
Arizona,254202.0,36
Arkansas,53913.0,3
California,1871573.0,287
Colorado,228271.0,37
Connecticut,74140.0,13
Delaware,70747.0,8
District of Columbia,5512.0,1
Florida,370018.0,53
Georgia,117836.0,24
Illinois,422401.0,73
Indiana,115876.0,19
Iowa,16113.0,5
Kansas,36327.0,4
Kentucky,244812.0,29
Louisiana,47029.0,14
Maryland,21856.0,4
Massachusetts,117151.0,19
Michigan,192264.0,27
Minnesota,158713.0,18
Mississippi,56700.0,8
Missouri,60122.0,13
Nebraska,520.0,1
Nevada,13880.0,7
New Hampshire,23468.0,4
New Jersey,165247.0,23
New Mexico,759.0,2
New York,978435.0,160
North Carolina,265036.0,45
Ohio,480103.0,81
Oklahoma,36356.0,5
Oregon,34607.0,3
Pennsylvania,513037.0,83
Rhode Island,48370.0,4
Tennessee,148635.0,22
Texas,944514.0,126
Utah,58140.0,11
Virginia,209975.0,33
Washington,428398.0,75
Wisconsin,53180.0,14
