segment,month_name,total_sales,total_profit
Corporate,Oct,348769.0,61132.0
Home Office,Jul,219320.0,40325.0
Consumer,Jul,529026.0,92995.0
Corporate,Mar,306300.0,52027.0
Consumer,Nov,498440.0,85785.0
Home Office,Aug,187359.0,33806.0
Consumer,Aug,542236.0,97160.0
Corporate,Aug,305252.0,52557.0
Home Office,Apr,199465.0,34837.0
Consumer,Jun,523487.0,94214.0
Consumer,May,578028.0,102525.0
Home Office,Sep,171505.0,30061.0
Corporate,Jul,293072.0,52921.0
Corporate,Dec,379391.0,65818.0
Corporate,May,339532.0,60353.0
Corporate,Apr,337107.0,58134.0
Home Office,May,203846.0,37346.0
Home Office,Jan,198031.0,36550.0
Home Office,Jun,175884.0,32316.0
Consumer,Sep,549024.0,97385.0
Home Office,Mar,219823.0,36134.0
Consumer,Apr,595792.0,104830.0
Home Office,Nov,195590.0,34498.0
Home Office,Oct,215853.0,38021.0
Consumer,Dec,620751.0,112287.0
Corporate,Nov,363806.0,62630.0
Corporate,Sep,308967.0,54973.0
Corporate,Feb,314809.0,51832.0
Home Office,Feb,165613.0,29776.0
Consumer,Mar,600149.0,106161.0
Consumer,Oct,583862.0,102676.0
Corporate,Jan,397333.0,66883.0
Consumer,Jan,519188.0,91139.0
Corporate,Jun,333816.0,60470.0
Home Office,Dec,214272.0,36987.0
Consumer,Feb,504872.0,92419.0
