region,month_name,total_sales
South,Mar,243461.0
South,Jan,222141.0
East,Apr,383875.0
East,Nov,342424.0
Central,May,278656.0
East,Mar,359791.0
Central,Oct,275398.0
South,Nov,234930.0
Central,Apr,295685.0
South,Jul,166979.0
Central,Mar,314452.0
East,Jan,365825.0
West,Apr,382912.0
East,Sep,332883.0
South,Sep,213415.0
West,Aug,329364.0
Central,Nov,265852.0
South,Feb,216041.0
West,Mar,360463.0
South,Dec,238385.0
East,Feb,368178.0
West,Dec,441656.0
West,Sep,367808.0
Central,Sep,261158.0
South,Aug,208891.0
East,Jun,321181.0
West,Jan,407395.0
South,Apr,243883.0
Central,Dec,304622.0
West,Oct,375702.0
Central,Jun,262640.0
Central,Aug,302736.0
East,Oct,414761.0
West,Jun,364095.0
West,Jul,369981.0
West,Nov,379313.0
East,Dec,390913.0
South,Jun,229613.0
East,Jul,374359.0
East,May,362843.0
South,Oct,254725.0
Central,Jul,297850.0
Central,Jan,290542.0
East,Aug,332727.0
Central,Feb,298548.0
South,May,254749.0
West,May,368073.0
West,Feb,280576.0
