region,month_name,total_sales
South,Mar,194103.0
South,Jan,177072.0
East,Apr,300256.0
East,Nov,271248.0
Central,May,216806.0
East,Mar,279865.0
Central,Oct,205940.0
South,Nov,174742.0
Central,Apr,220376.0
South,Jul,122251.0
Central,Mar,238193.0
East,Jan,285349.0
West,Apr,305419.0
East,Sep,246967.0
South,Sep,174021.0
West,Aug,248679.0
Central,Nov,198517.0
South,Feb,171714.0
West,Mar,280416.0
South,Dec,189608.0
East,Feb,263735.0
West,Dec,351259.0
West,Sep,282012.0
Central,Sep,203450.0
South,Aug,168957.0
East,Jun,258256.0
West,Jan,307478.0
South,Apr,165107.0
Central,Dec,223306.0
West,Oct,281360.0
Central,Jun,208604.0
Central,Aug,224255.0
East,Oct,337800.0
West,Jun,288354.0
West,Jul,292879.0
West,Nov,288364.0
East,Dec,301280.0
South,Jun,159467.0
East,Jul,274427.0
East,May,286214.0
South,Oct,204548.0
Central,Jul,223283.0
Central,Jan,210406.0
East,Aug,262651.0
Central,Feb,227540.0
South,May,195430.0
West,May,278169.0
West,Feb,199419.0
