category,month,total_sales,total_profit
Furniture,Sep,268371.0,46427.0
Furniture,Oct,258938.0,46373.0
Furniture,Mar,294627.0,54141.0
Office Supplies,Feb,712276.0,127205.0
Technology,Jul,286124.0,48904.0
Office Supplies,Dec,787650.0,136406.0
Furniture,Aug,251264.0,45340.0
Office Supplies,Jul,720625.0,130477.0
Office Supplies,Jun,694309.0,125844.0
Technology,Sep,240705.0,43081.0
Technology,Dec,330185.0,60111.0
Technology,Jun,290354.0,52900.0
Office Supplies,Jan,791163.0,137280.0
Technology,Aug,251265.0,44469.0
Technology,Oct,312281.0,53043.0
Technology,Jan,276517.0,48864.0
Office Supplies,Mar,774184.0,130399.0
Office Supplies,Aug,696239.0,122419.0
Office Supplies,Sep,697310.0,123277.0
Office Supplies,Oct,777871.0,135357.0
Furniture,Nov,239733.0,41408.0
Office Supplies,Nov,716828.0,122380.0
Technology,May,249940.0,42871.0
Furniture,Feb,237039.0,44330.0
Office Supplies,Apr,724625.0,127120.0
Furniture,Jan,244184.0,42664.0
Furniture,Jun,231823.0,40105.0
Technology,Nov,285838.0,51433.0
Technology,Mar,230581.0,40137.0
Technology,Feb,233703.0,38218.0
Furniture,Apr,268358.0,47420.0
Technology,Apr,332829.0,56936.0
Furniture,Dec,286305.0,52197.0
Office Supplies,May,789506.0,141229.0
Furniture,Jul,240874.0,41445.0
Furniture,May,245871.0,45288.0
