category,month,total_sales,total_profit
Furniture,Sep,260470.0,45368.0
Furniture,Oct,248891.0,44578.0
Furniture,Mar,283547.0,52010.0
Office Supplies,Feb,689099.0,123483.0
Technology,Jul,264931.0,45691.0
Office Supplies,Dec,745302.0,129733.0
Furniture,Aug,241795.0,43771.0
Office Supplies,Jul,692196.0,125637.0
Office Supplies,Jun,664750.0,120881.0
Technology,Sep,234179.0,42086.0
Technology,Dec,311916.0,55836.0
Technology,Jun,266404.0,48940.0
Office Supplies,Jan,767631.0,133359.0
Technology,Aug,241669.0,42572.0
Technology,Oct,304571.0,51591.0
Technology,Jan,258141.0,45626.0
Office Supplies,Mar,751760.0,126216.0
Office Supplies,Aug,666990.0,117186.0
Office Supplies,Sep,655030.0,116707.0
Office Supplies,Oct,748558.0,131122.0
Furniture,Nov,228553.0,39440.0
Office Supplies,Nov,692595.0,117582.0
Technology,May,240832.0,41112.0
Furniture,Feb,228880.0,42853.0
Office Supplies,Apr,700939.0,123252.0
Furniture,Jan,236020.0,41492.0
Furniture,Jun,220313.0,38441.0
Technology,Nov,272851.0,48751.0
Technology,Mar,213068.0,36870.0
Technology,Feb,223433.0,36402.0
Furniture,Apr,246484.0,43820.0
Technology,Apr,317355.0,54073.0
Furniture,Dec,278186.0,50735.0
Office Supplies,May,762238.0,136553.0
Furniture,Jul,222837.0,38151.0
Furniture,May,234352.0,43005.0
