segment,month_name,total_sales,total_profit
Corporate,Oct,289592.0,50684.0
Home Office,Jul,167445.0,30472.0
Consumer,Jul,415811.0,74659.0
Corporate,Mar,262221.0,44306.0
Consumer,Nov,393527.0,68852.0
Home Office,Aug,141474.0,24494.0
Consumer,Aug,435451.0,79302.0
Corporate,Aug,255445.0,44007.0
Home Office,Apr,154764.0,27594.0
Consumer,Jun,413685.0,73874.0
Consumer,May,442216.0,78547.0
Home Office,Sep,125555.0,22516.0
Corporate,Jul,239496.0,43619.0
Corporate,Dec,309869.0,54320.0
Corporate,May,288433.0,50455.0
Corporate,Apr,284112.0,48535.0
Home Office,May,151820.0,27687.0
Home Office,Jan,155399.0,28678.0
Home Office,Jun,142963.0,27000.0
Consumer,Sep,443450.0,76986.0
Home Office,Mar,171041.0,27328.0
Consumer,Apr,452887.0,80512.0
Home Office,Nov,158324.0,27522.0
Home Office,Oct,178751.0,31351.0
Consumer,Dec,472093.0,84545.0
Corporate,Nov,300341.0,49547.0
Corporate,Sep,257412.0,45904.0
Corporate,Feb,261032.0,42939.0
Home Office,Feb,135760.0,24291.0
Consumer,Mar,490195.0,87644.0
Consumer,Oct,475885.0,85310.0
Corporate,Jan,322247.0,54403.0
Consumer,Jan,419925.0,74121.0
Corporate,Jun,272441.0,48493.0
Home Office,Dec,164078.0,27001.0
Consumer,Feb,399694.0,73571.0
