state,total_sales,total_customers
Alabama,95161.0,69
Arizona,441227.0,187
Arkansas,62126.0,13
California,2926531.0,1259
Colorado,358341.0,153
Connecticut,101644.0,46
Delaware,111623.0,49
District of Columbia,7388.0,3
Florida,512705.0,194
Georgia,240952.0,137
Illinois,731969.0,324
Indiana,174393.0,76
Iowa,34838.0,27
Kansas,40053.0,8
Kentucky,343790.0,91
Louisiana,80320.0,48
Maryland,46921.0,24
Massachusetts,183953.0,82
Michigan,315032.0,124
Minnesota,260688.0,97
Mississippi,84942.0,42
Missouri,93977.0,49
Nebraska,8416.0,10
Nevada,29258.0,23
New Hampshire,32445.0,17
New Jersey,226528.0,84
New Mexico,16505.0,20
New York,1547424.0,669
North Carolina,447084.0,236
Ohio,688003.0,290
Oklahoma,65192.0,27
Oregon,55702.0,15
Pennsylvania,818489.0,385
Rhode Island,72815.0,29
South Dakota,19109.0,9
Tennessee,213826.0,91
Texas,1423064.0,590
Utah,100038.0,43
Virginia,286613.0,115
Washington,663709.0,298
Wisconsin,109315.0,59
