category,month,total_sales,total_profit
Furniture,Sep,254480.0,44090.0
Furniture,Oct,240719.0,42788.0
Furniture,Mar,278162.0,50991.0
Office Supplies,Feb,658373.0,117194.0
Technology,Jul,260731.0,45044.0
Office Supplies,Dec,732008.0,127202.0
Furniture,Aug,234386.0,42679.0
Office Supplies,Jul,674886.0,122644.0
Office Supplies,Jun,644549.0,117796.0
Technology,Sep,228864.0,41251.0
Technology,Dec,306688.0,54766.0
Technology,Jun,260459.0,47704.0
Office Supplies,Jan,755304.0,131151.0
Technology,Aug,235449.0,41429.0
Technology,Oct,288821.0,49846.0
Technology,Jan,251714.0,44852.0
Office Supplies,Mar,728757.0,122499.0
Office Supplies,Aug,657210.0,115543.0
Office Supplies,Sep,640338.0,113819.0
Office Supplies,Oct,727556.0,127970.0
Furniture,Nov,221462.0,38240.0
Office Supplies,Nov,676389.0,114878.0
Technology,May,235307.0,40112.0
Furniture,Feb,202836.0,37905.0
Office Supplies,Apr,685522.0,120350.0
Furniture,Jan,231424.0,40598.0
Furniture,Jun,217076.0,37863.0
Technology,Nov,267094.0,47829.0
Technology,Mar,209844.0,36336.0
Technology,Feb,218090.0,35653.0
Furniture,Apr,243091.0,43148.0
Technology,Apr,312310.0,53156.0
Furniture,Dec,272706.0,49647.0
Office Supplies,May,752463.0,134855.0
Furniture,Jul,217216.0,36945.0
Furniture,May,230412.0,42309.0
