state,total_sales,total_customers
Alabama,52592.0,19
Arizona,305667.0,69
Arkansas,54031.0,4
California,2104301.0,454
Colorado,242190.0,51
Connecticut,79529.0,18
Delaware,76793.0,15
District of Columbia,6729.0,2
Florida,394979.0,78
Georgia,136755.0,50
Illinois,465166.0,118
Indiana,123387.0,28
Iowa,23817.0,12
Kansas,36327.0,4
Kentucky,252474.0,37
Louisiana,57727.0,24
Maryland,37363.0,9
Massachusetts,126750.0,28
Michigan,214413.0,42
Minnesota,169577.0,27
Mississippi,59791.0,11
Missouri,67416.0,21
Nebraska,1886.0,3
Nevada,16288.0,11
New Hampshire,25673.0,7
New Jersey,174564.0,37
New Mexico,5662.0,8
New York,1060197.0,242
North Carolina,303235.0,81
Ohio,522636.0,118
Oklahoma,40230.0,8
Oregon,35846.0,5
Pennsylvania,570992.0,126
Rhode Island,55437.0,8
South Dakota,2397.0,4
Tennessee,166491.0,40
Texas,1014784.0,209
Utah,63420.0,17
Virginia,230076.0,49
Washington,486346.0,124
Wisconsin,69385.0,23
