state,total_sales,total_customers
Alabama,75423.0,47
Arizona,370098.0,125
Arkansas,57876.0,7
California,2465678.0,817
Colorado,293297.0,100
Connecticut,87660.0,31
Delaware,103092.0,32
District of Columbia,7388.0,3
Florida,464191.0,138
Georgia,200253.0,100
Illinois,581028.0,206
Indiana,147114.0,56
Iowa,30771.0,20
Kansas,37564.0,5
Kentucky,303368.0,61
Louisiana,68813.0,34
Maryland,44482.0,18
Massachusetts,168665.0,65
Michigan,258855.0,79
Minnesota,221417.0,57
Mississippi,70324.0,23
Missouri,80344.0,33
Nebraska,6313.0,8
Nevada,25419.0,17
New Hampshire,28444.0,13
New Jersey,202262.0,59
New Mexico,11361.0,15
New York,1279260.0,432
North Carolina,386412.0,166
Ohio,588542.0,197
Oklahoma,47151.0,17
Oregon,53527.0,13
Pennsylvania,703531.0,255
Rhode Island,62664.0,18
South Dakota,4821.0,5
Tennessee,197136.0,67
Texas,1240905.0,408
Utah,84722.0,31
Virginia,261710.0,83
Washington,586728.0,211
Wisconsin,92177.0,39
