region,month_name,total_sales
South,Mar,156333.0
Central,Sep,168306.0
South,Aug,136371.0
South,Jan,136470.0
East,Jun,183261.0
West,Jan,242220.0
South,Apr,127655.0
East,Apr,215377.0
East,Nov,215923.0
Central,Dec,168288.0
West,Oct,233425.0
Central,May,182762.0
Central,Jun,165283.0
East,Mar,216112.0
Central,Aug,173017.0
East,Oct,269371.0
Central,Oct,168372.0
South,Nov,135205.0
West,Jun,208528.0
Central,Apr,186650.0
South,Jul,97280.0
West,Jul,221332.0
West,Nov,236316.0
Central,Mar,211138.0
East,Jan,229084.0
West,Apr,218635.0
East,Sep,202809.0
East,Dec,235581.0
South,Jun,123777.0
East,Jul,204851.0
East,May,219214.0
South,Sep,135620.0
West,Aug,208460.0
South,Oct,164027.0
Central,Jul,173486.0
Central,Jan,162493.0
East,Aug,214985.0
Central,Nov,159849.0
South,Feb,148167.0
West,Mar,229683.0
Central,Feb,178917.0
South,Dec,156670.0
East,Feb,216209.0
South,May,158548.0
West,Dec,274417.0
West,Sep,204825.0
West,May,211212.0
West,Feb,162329.0
