state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,191,1
Alabama,Binders,150,2
Alabama,Furnishings,119,3
Alabama,Accessories,106,4
Alabama,Art,101,5
Alabama,Phones,95,6
Alabama,Storage,86,7
Alabama,Chairs,61,8
Alabama,Envelopes,51,9
Alabama,Appliances,42,10
Alabama,Machines,34,11
Alabama,Tables,34,11
Alabama,Labels,30,13
Alabama,Bookcases,28,14
Alabama,Supplies,25,15
Alabama,Fasteners,20,16
Alabama,Copiers,8,17
Arizona,Paper,569,1
Arizona,Binders,506,2
Arizona,Phones,424,3
Arizona,Furnishings,424,3
Arizona,Art,332,5
Arizona,Accessories,323,6
Arizona,Storage,307,7
Arizona,Appliances,228,8
Arizona,Chairs,213,9
Arizona,Labels,168,10
Arizona,Envelopes,137,11
Arizona,Machines,136,12
Arizona,Bookcases,133,13
Arizona,Tables,130,14
Arizona,Fasteners,70,15
Arizona,Supplies,63,16
Arizona,Copiers,31,17
Arkansas,Furnishings,65,1
Arkansas,Phones,63,2
Arkansas,Art,55,3
Arkansas,Paper,44,4
Arkansas,Binders,40,5
Arkansas,Storage,27,6
Arkansas,Appliances,25,7
Arkansas,Fasteners,23,8
Arkansas,Accessories,20,9
Arkansas,Tables,19,10
Arkansas,Chairs,18,11
Arkansas,Labels,18,11
Arkansas,Machines,15,13
Arkansas,Envelopes,4,14
California,Paper,4272,1
California,Binders,3232,2
California,Phones,2898,3
California,Art,2718,4
California,Furnishings,2626,5
California,Accessories,2262,6
California,Storage,2017,7
California,Appliances,1634,8
California,Chairs,1349,9
California,Machines,1166,10
California,Labels,1134,11
California,Tables,880,12
California,Envelopes,843,13
California,Bookcases,817,14
California,Supplies,629,15
California,Fasteners,609,16
California,Copiers,199,17
Colorado,Binders,528,1
Colorado,Paper,490,2
Colorado,Phones,358,3
Colorado,Furnishings,357,4
Colorado,Art,345,5
Colorado,Storage,288,6
Colorado,Accessories,275,7
Colorado,Chairs,189,8
Colorado,Appliances,188,9
Colorado,Machines,140,10
Colorado,Labels,136,11
Colorado,Bookcases,122,12
Colorado,Tables,117,13
Colorado,Supplies,110,14
Colorado,Envelopes,106,15
Colorado,Fasteners,51,16
Colorado,Copiers,17,17
Connecticut,Paper,117,1
Connecticut,Binders,112,2
Connecticut,Furnishings,102,3
Connecticut,Phones,96,4
Connecticut,Art,88,5
Connecticut,Accessories,75,6
Connecticut,Storage,74,7
Connecticut,Appliances,68,8
Connecticut,Machines,50,9
Connecticut,Labels,48,10
Connecticut,Chairs,31,11
Connecticut,Fasteners,28,12
Connecticut,Envelopes,25,13
Connecticut,Supplies,24,14
Connecticut,Bookcases,23,15
Connecticut,Tables,21,16
Connecticut,Copiers,2,17
Delaware,Storage,159,1
Delaware,Furnishings,158,2
Delaware,Paper,119,3
Delaware,Accessories,88,4
Delaware,Phones,88,4
Delaware,Binders,88,4
Delaware,Appliances,77,7
Delaware,Art,67,8
Delaware,Machines,67,8
Delaware,Chairs,63,10
Delaware,Envelopes,45,11
Delaware,Bookcases,39,12
Delaware,Labels,39,12
Delaware,Supplies,28,14
Delaware,Tables,19,15
Delaware,Fasteners,19,15
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Labels,14,3
District of Columbia,Furnishings,12,4
District of Columbia,Art,9,5
District of Columbia,Fasteners,7,6
District of Columbia,Machines,7,6
District of Columbia,Accessories,6,8
District of Columbia,Phones,5,9
District of Columbia,Chairs,5,9
District of Columbia,Envelopes,3,11
District of Columbia,Appliances,2,12
Florida,Paper,851,1
Florida,Binders,657,2
Florida,Phones,501,3
Florida,Art,500,4
Florida,Furnishings,428,5
Florida,Accessories,415,6
Florida,Storage,375,7
Florida,Chairs,262,8
Florida,Appliances,260,9
Florida,Labels,201,10
Florida,Tables,180,11
Florida,Machines,148,12
Florida,Fasteners,140,13
Florida,Envelopes,123,14
Florida,Bookcases,117,15
Florida,Supplies,106,16
Florida,Copiers,31,17
Georgia,Paper,355,1
Georgia,Binders,305,2
Georgia,Phones,286,3
Georgia,Furnishings,257,4
Georgia,Art,171,5
Georgia,Appliances,153,6
Georgia,Chairs,140,7
Georgia,Storage,131,8
Georgia,Accessories,112,9
Georgia,Tables,90,10
Georgia,Bookcases,87,11
Georgia,Labels,83,12
Georgia,Machines,70,13
Georgia,Envelopes,57,14
Georgia,Fasteners,41,15
Georgia,Supplies,38,16
Georgia,Copiers,14,17
Illinois,Paper,999,1
Illinois,Binders,767,2
Illinois,Furnishings,747,3
Illinois,Phones,732,4
Illinois,Art,522,5
Illinois,Storage,494,6
Illinois,Accessories,489,7
Illinois,Appliances,416,8
Illinois,Chairs,398,9
Illinois,Machines,266,10
Illinois,Labels,264,11
Illinois,Tables,240,12
Illinois,Envelopes,225,13
Illinois,Bookcases,175,14
Illinois,Fasteners,139,15
Illinois,Supplies,134,16
Illinois,Copiers,40,17
Indiana,Paper,226,1
Indiana,Binders,188,2
Indiana,Phones,156,3
Indiana,Accessories,149,4
Indiana,Furnishings,148,5
Indiana,Art,141,6
Indiana,Storage,121,7
Indiana,Appliances,88,8
Indiana,Chairs,81,9
Indiana,Bookcases,66,10
Indiana,Labels,58,11
Indiana,Machines,49,12
Indiana,Supplies,45,13
Indiana,Envelopes,37,14
Indiana,Tables,24,15
Indiana,Fasteners,23,16
Indiana,Copiers,17,17
Iowa,Accessories,58,1
Iowa,Phones,53,2
Iowa,Paper,49,3
Iowa,Furnishings,45,4
Iowa,Chairs,38,5
Iowa,Art,34,6
Iowa,Binders,29,7
Iowa,Storage,27,8
Iowa,Machines,25,9
Iowa,Supplies,14,10
Iowa,Labels,11,11
Iowa,Appliances,10,12
Iowa,Tables,5,13
Iowa,Fasteners,5,13
Iowa,Envelopes,2,15
Kansas,Paper,85,1
Kansas,Art,61,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Accessories,26,5
Kansas,Appliances,24,6
Kansas,Fasteners,23,7
Kansas,Binders,23,7
Kansas,Furnishings,20,9
Kansas,Labels,14,10
Kansas,Tables,14,10
Kansas,Storage,12,12
Kansas,Machines,12,12
Kansas,Supplies,9,14
Kansas,Bookcases,8,15
Kansas,Copiers,2,16
Kentucky,Paper,419,1
