segment,month_name,total_sales,total_profit
Corporate,Oct,401466.0,69645.0
Home Office,Jul,238764.0,43764.0
Consumer,Jul,590903.0,103805.0
Corporate,Mar,337068.0,56247.0
Consumer,Nov,578649.0,99181.0
Home Office,Aug,205370.0,37180.0
Consumer,Aug,598762.0,106595.0
Corporate,Aug,332717.0,57366.0
Home Office,Apr,218988.0,38360.0
Consumer,Jun,576317.0,104082.0
Consumer,May,638845.0,113061.0
Home Office,Sep,199067.0,35115.0
Corporate,Jul,336943.0,59733.0
Corporate,Dec,411554.0,70905.0
Corporate,May,365103.0,64947.0
Corporate,Apr,383729.0,65836.0
Home Office,May,220901.0,40356.0
Home Office,Jan,215891.0,39821.0
Home Office,Jun,195001.0,36019.0
Consumer,Sep,603445.0,107274.0
Home Office,Mar,241187.0,40340.0
Consumer,Apr,653030.0,115398.0
Home Office,Nov,210396.0,37016.0
Home Office,Oct,235840.0,41911.0
Consumer,Dec,676621.0,122542.0
Corporate,Nov,388830.0,67118.0
Corporate,Sep,338107.0,60247.0
Corporate,Feb,349280.0,58034.0
Home Office,Feb,191222.0,34904.0
Consumer,Mar,661869.0,117039.0
Consumer,Oct,645984.0,113413.0
Corporate,Jan,454751.0,77759.0
Consumer,Jan,582227.0,101430.0
Corporate,Jun,361234.0,65296.0
Home Office,Dec,232679.0,39938.0
Consumer,Feb,551863.0,100102.0
