segment,month_name,total_sales,total_profit
Corporate,Oct,440821.0,76154.0
Home Office,Jul,280855.0,50796.0
Consumer,Jul,672533.0,117020.0
Corporate,Mar,363121.0,60678.0
Consumer,Nov,637493.0,110118.0
Home Office,Aug,229652.0,41223.0
Consumer,Aug,667271.0,118901.0
Corporate,Aug,366777.0,63481.0
Home Office,Apr,241650.0,42419.0
Consumer,Jun,661682.0,117755.0
Consumer,May,722925.0,127558.0
Home Office,Sep,224759.0,40034.0
Corporate,Jul,359151.0,63609.0
Corporate,Dec,466386.0,79631.0
Corporate,May,398364.0,70869.0
Corporate,Apr,424713.0,72741.0
Home Office,May,238762.0,43906.0
Home Office,Jan,234041.0,42662.0
Home Office,Jun,219943.0,39655.0
Consumer,Sep,664220.0,118644.0
Home Office,Mar,259531.0,43734.0
Consumer,Apr,725840.0,128715.0
Home Office,Nov,234575.0,41194.0
Home Office,Oct,256492.0,45324.0
Consumer,Dec,754529.0,136905.0
Corporate,Nov,420765.0,72186.0
Corporate,Sep,389508.0,67568.0
Corporate,Feb,404487.0,69853.0
Home Office,Feb,214499.0,39074.0
Consumer,Mar,740419.0,131071.0
Consumer,Oct,716845.0,125489.0
Corporate,Jan,506442.0,88806.0
Consumer,Jan,647442.0,112482.0
Corporate,Jun,400778.0,72544.0
Home Office,Dec,254799.0,44281.0
Consumer,Feb,618720.0,110278.0
