segment,month_name,total_sales,total_profit
Corporate,Oct,422871.0,72634.0
Home Office,Jul,261214.0,47416.0
Consumer,Jul,626872.0,109974.0
Corporate,Mar,347655.0,58007.0
Consumer,Nov,603970.0,104037.0
Home Office,Aug,211350.0,38153.0
Consumer,Aug,628989.0,112076.0
Corporate,Aug,347237.0,59828.0
Home Office,Apr,228719.0,40071.0
Consumer,Jun,606448.0,109035.0
Consumer,May,668798.0,118321.0
Home Office,Sep,211896.0,37537.0
Corporate,Jul,344489.0,60925.0
Corporate,Dec,435623.0,75289.0
Corporate,May,376575.0,67128.0
Corporate,Apr,411716.0,70199.0
Home Office,May,231610.0,42512.0
Home Office,Jan,222651.0,40816.0
Home Office,Jun,209274.0,38057.0
Consumer,Sep,625804.0,110859.0
Home Office,Mar,250786.0,42094.0
Consumer,Apr,675996.0,119504.0
Home Office,Nov,224235.0,39385.0
Home Office,Oct,244956.0,43395.0
Consumer,Dec,718010.0,130130.0
Corporate,Nov,401873.0,69346.0
Corporate,Sep,362725.0,63487.0
Corporate,Feb,390238.0,67144.0
Home Office,Feb,199191.0,36208.0
Consumer,Mar,690759.0,122666.0
Consumer,Oct,659910.0,115898.0
Corporate,Jan,468560.0,80294.0
Consumer,Jan,613004.0,106487.0
Corporate,Jun,378934.0,67947.0
Home Office,Dec,241710.0,41550.0
Consumer,Feb,582405.0,104357.0
