category,month,total_sales,total_profit
Furniture,Sep,260394.0,45355.0
Furniture,Oct,248103.0,44426.0
Furniture,Mar,282132.0,51805.0
Office Supplies,Feb,687259.0,123232.0
Technology,Jul,263248.0,45523.0
Office Supplies,Dec,742137.0,129195.0
Furniture,Aug,241547.0,43720.0
Office Supplies,Jul,687907.0,124776.0
Office Supplies,Jun,660794.0,120344.0
Technology,Sep,233860.0,42050.0
Technology,Dec,310825.0,55637.0
Technology,Jun,265686.0,48787.0
Office Supplies,Jan,764738.0,132907.0
Technology,Aug,240580.0,42376.0
Technology,Oct,304019.0,51508.0
Technology,Jan,257721.0,45593.0
Office Supplies,Mar,750648.0,126103.0
Office Supplies,Aug,665228.0,116834.0
Office Supplies,Sep,653693.0,116447.0
Office Supplies,Oct,747470.0,130878.0
Furniture,Nov,228042.0,39367.0
Office Supplies,Nov,690757.0,117296.0
Technology,May,240468.0,41037.0
Furniture,Feb,228410.0,42756.0
Office Supplies,Apr,700009.0,123074.0
Furniture,Jan,235674.0,41423.0
Furniture,Jun,219078.0,38213.0
Technology,Nov,271802.0,48633.0
Technology,Mar,213068.0,36870.0
Technology,Feb,223113.0,36364.0
Furniture,Apr,246139.0,43742.0
Technology,Apr,317170.0,54036.0
Furniture,Dec,275548.0,50167.0
Office Supplies,May,760437.0,136182.0
Furniture,Jul,222553.0,38067.0
Furniture,May,232931.0,42749.0
